targname,matched_snname,cubename,rasn,decsn,sntype,fits_subfolder,fits_filename,fits_relpath,redshift,redshift_source
SN2005IR-HOST,SN2005ir,SN2005ir,01:16:43.759,+00:47:40.42,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3f010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3f010_drc.fits,0.076199,corez_zobs
SN2005KE-HOST,SN2005ke,SN2005ke,03:35:04.351,-24:56:38.80,Ia-91bg,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1n010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1n010_drc.fits,0.004947,corez_zobs
SN2005KI-HOST,SN2005ki,SN2005ki,10:40:28.219,+09:12:08.39,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3g010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3g010_drc.fits,0.019606,corez_zobs
SN2005KU-HOST,SN2005ku,SN2005ku,22:59:42.610,-00:00:49.28,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3h010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3h010_drc.fits,0.04534,corez_zobs
SN2005LU-HOST,SN2005lu,SN2005lu,02:36:03.710,-17:15:50.00,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1o010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1o010_drc.fits,0.031989,corez_zobs
SN2005NA-HOST,SN2005na,SN2005na,07:01:36.619,+14:07:59.70,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1q010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1q010_drc.fits,0.026356,corez_zobs
SN2006E-HOST,SN2006E,SN2006E,13:53:28.649,+05:12:22.79,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1y010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1y010_drc.fits,0.002643,corez_zobs
SN2006BH-HOST,SN2006bh,SN2006bh,22:40:16.099,-66:29:06.29,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1r010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1r010_drc.fits,0.010847,corez_zobs
SN2006BR-HOST,SN2006br,SN2006br,13:30:01.800,+13:24:56.81,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g72010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g72010_drc.fits,0.024773,corez_zobs
SN2006BT-HOST,SN2006bt,SN2006bt,15:56:30.530,+20:02:45.60,Ia-06bt,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo77010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo77010_drc.fits,0.032229,corez_zobs
SN2006CM-HOST,SN2006cm,SN2006cm,21:20:17.460,-01:41:02.69,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3i010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3i010_drc.fits,0.01637,corez_zobs
SN2006DD-HOST,SN2006dd,SN2006dd,03:22:41.621,-37:12:13.00,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4i010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4i010_drc.fits,0.005879,corez_zobs
SN2006MR-HOST,SN2006mr,SN2006mr,50.679333,-37.208139,,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4i010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4i010_drc.fits,0.005867,CSPII_SNooPy_raw
SN2006EF-HOST,SN2006ef,SN2006ef,02:04:19.510,-08:43:42.20,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1u010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1u010_drc.fits,0.017823,corez_zobs
SN2006EJ-HOST,SN2006ej,SN2006ej,00:38:59.770,-09:00:56.59,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo0v010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0v010_drc.fits,0.020501,corez_zobs
SN2006EQ-HOST,SN2006eq,SN2006eq,21:28:37.130,+01:13:41.20,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3j010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3j010_drc.fits,0.049537,corez_zobs
SN2006FW-HOST,SN2006fw,SN2006fw,01:47:10.339,-00:08:49.20,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3k010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3k010_drc.fits,0.083507,corez_zobs
SN2006GT-HOST,SN2006gt,SN2006gt,00:56:17.299,-01:37:45.98,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3l010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3l010_drc.fits,0.044791,corez_zobs
SN2006HB-HOST,SN2006hb,SN2006hb,05:02:01.279,-21:07:55.09,Ia-86G,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3m010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3m010_drc.fits,0.015093,corez_zobs
SN2006HX-HOST,SN2006hx,SN2006hx,01:13:57.310,+00:22:18.01,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3n010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3n010_drc.fits,0.045447,corez_zobs
SN2006IS-HOST,SN2006is,SN2006is,05:17:34.370,-23:46:54.19,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3o010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3o010_drc.fits,0.031281,corez_zobs
SN2006LU-HOST,SN2006lu,SN2006lu,09:15:17.630,-25:36:00.29,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1w010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1w010_drc.fits,0.053268,corez_zobs
SN2006OB-HOST,SN2006ob,SN2006ob,01:51:48.110,+00:15:48.31,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1x010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1x010_drc.fits,0.059106,corez_zobs
SN2006OS-HOST,SN2006os,SN2006os,02:55:01.010,+16:00:34.81,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo11010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo11010_drc.fits,0.033221,corez_zobs
SN2006OT-HOST,SN2006ot,SN2006ot,02:15:04.841,-20:45:58.21,Ia-06bt,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo09010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo09010_drc.fits,0.053689,corez_zobs
SN2006PY-HOST,SN2006py,SN2006py,22:41:42.050,-00:08:12.91,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3p010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3p010_drc.fits,0.057823,corez_zobs
SN2007S-HOST,SN2007S,SN2007S,10:00:31.260,+04:24:26.21,Ia-91T,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g78010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g78010_drc.fits,0.013924,corez_zobs
SN2007AI-HOST,SN2007ai,SN2007ai,16:12:53.741,-21:37:48.68,Ia-91T,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2a010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2a010_drc.fits,0.031798,corez_zobs
SN2007AL-HOST,SN2007al,SN2007al,09:59:18.480,-19:28:25.79,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3q010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3q010_drc.fits,0.012204,corez_zobs
SN2007AS-HOST,SN2007as,SN2007as,09:27:36.010,-80:10:39.22,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2b010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2b010_drc.fits,0.017075,corez_zobs
SN2007BA-HOST,SN2007ba,SN2007ba,15:16:42.631,+07:23:47.80,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g77010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g77010_drc.fits,0.038237,corez_zobs
SN2007BC-HOST,SN2007bc,SN2007bc,11:19:14.570,+20:48:32.51,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2d010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2d010_drc.fits,0.020638,corez_zobs
SN2007BM-HOST,SN2007bm,SN2007bm,11:25:02.299,-09:47:53.81,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2e010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2e010_drc.fits,0.00622,corez_zobs
SN2007CA-HOST,SN2007ca,SN2007ca,13:31:05.810,-15:06:06.59,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2f010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2f010_drc.fits,0.014131,corez_zobs
SN2007CQ-HOST,SN2007cq,SN2007cq,22:14:40.430,+05:04:48.90,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3p010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3p010_drc.fits,0.025966,corez_zobs
SN2007FB-HOST,SN2007fb,SN2007fb,23:56:52.370,+05:30:31.79,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g55010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g55010_drc.fits,0.018062,corez_zobs
SN2007FS-HOST,SN2007fs,SN2007fs,22:01:40.440,-21:30:29.59,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g56010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g56010_drc.fits,0.017281,corez_zobs
SN2007HJ-HOST,SN2007hj,SN2007hj,23:01:47.890,+15:35:11.40,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo41010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo41010_drc.fits,0.014132,corez_zobs
SN2007HX-HOST,SN2007hx,SN2007hx,02:06:27.079,-00:53:58.31,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3r010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3r010_drc.fits,0.079109,corez_zobs
SN2007IF-HOST,SN2007if,SN2007if,01:10:51.37,+15:27:39.89,Ia-03fg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3s010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3s010_drc.fits,0.075163,corez_zobs
SN2007JG-HOST,SN2007jg,SN2007jg,03:29:50.82,+00:03:24.60,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3t010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3t010_drc.fits,0.037085,corez_zobs
SN2007JH-HOST,SN2007jh,SN2007jh,03:36:01.54,+01:06:12.20,Ia-86G,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3u010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3u010_drc.fits,0.040759,corez_zobs
SN2007LE-HOST,SN2007le,SN2007le,23:38:48.410,-06:31:21.29,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2h010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2h010_drc.fits,0.006678,corez_zobs
SN2007MM-HOST,SN2007mm,SN2007mm,01:05:46.670,-00:45:31.79,Ia-86G,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3v010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3v010_drc.fits,0.06649,corez_zobs
SN2007OL-HOST,SN2007ol,SN2007ol,01:37:23.700,-00:18:43.20,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3w010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3w010_drc.fits,0.056024,corez_zobs
SN2011IV-HOST,SN2011iv,SN2007on,03:38:51.350,-35:35:31.99,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3e010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3e010_drc.fits,0.006501,corez_zobs
SN2007ON-HOST,SN2007on,SN2007on,03:38:50.899,-35:34:30.00,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4k010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4k010_drc.fits,0.006501,corez_zobs
SN2007SO-HOST,SN2007so,SN2007so,02:47:43.130,+13:15:14.80,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3x010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3x010_drc.fits,0.029367,corez_zobs
SN2007ST-HOST,SN2007st,SN2007st,01:48:42.470,-48:38:57.80,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g80010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g80010_drc.fits,0.021109,corez_zobs
SN20080612-HOST,SNF20080612-003,SN20080612,16:15:28.39,+19:13:35.90,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3y010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3y010_drc.fits,0.032656,corez_zobs
SN2008J-HOST,SN2008J,SN2008J,02:34:24.199,-10:50:38.51,Ia-CSM,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g84010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g84010_drc.fits,0.016054,corez_zobs
SN2008O-HOST,SN2008O,SN2008O,06:57:34.459,-45:48:44.32,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4i010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4i010_drc.fits,0.038937,corez_zobs
SN2008R-HOST,SN2008R,SN2008R,03:03:53.70,-11:59:39.40,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4j010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4j010_drc.fits,0.013413,corez_zobs
SN2008AE-HOST,SN2008ae,SN2008ae,09:56:03.199,+10:29:58.810,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g59010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g59010_drc.fits,0.030062,corez_zobs
SN2008AR-HOST,SN2008ar,SN2008ar,12:24:37.920,+10:50:17.41,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2l010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2l010_drc.fits,0.026085,corez_zobs
SN2008BC-HOST,SN2008bc,SN2008bc,09:38:31.229,-63:58:25.61,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g3z010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3z010_drc.fits,0.014825,corez_zobs
SN2008BD-HOST,SN2008bd,SN2008bd,10:18:23.321,-13:06:11.20,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4a010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4a010_drc.fits,0.029861,corez_zobs
SN2008BQ-HOST,SN2008bq,SN2008bq,06:41:02.510,-38:02:19.00,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2m010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2m010_drc.fits,0.034099,corez_zobs
SN2008BT-HOST,SN2008bt,SN2008bt,10:50:16.88,-12:06:32.00,Ia-91bg,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g82010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g82010_drc.fits,0.015431,corez_zobs
SN2008CC-HOST,SN2008cc,SN2008cc,21:03:29.621,-67:11:01.10,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4l010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4l010_drc.fits,0.010487,corez_zobs
SN2008CF-HOST,SN2008cf,SN2008cf,14:07:32.561,-26:33:06.59,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4c010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4c010_drc.fits,0.047234,corez_zobs
SN2008FF-HOST,SN2008ff,SN2008ff,20:13:59.959,-44:21:07.81,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1z010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1z010_drc.fits,0.01923,corez_zobs
SN2008FL-HOST,SN2008fl,SN2008fl,19:36:44.839,-37:33:04.50,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4e010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4e010_drc.fits,0.020429,corez_zobs
SN2008FP-HOST,SN2008fp,SN2008fp,07:16:32.599,-29:19:31.69,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo1m010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1m010_drc.fits,0.005361,corez_zobs
SN2008FR-HOST,SN2008fr,SN2008fr,01:11:49.14,+14:38:27.00,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4f010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4f010_drc.fits,0.039399,corez_zobs
SN2008FU-HOST,SN2008fu,SN2008fu,03:02:28.500,-24:27:21.49,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g83010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g83010_drc.fits,0.052437,corez_zobs
SN2008GE-HOST,SN2008ge,SN2008ge,04:08:24.679,-47:53:47.40,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g63010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g63010_drc.fits,0.003835,corez_zobs
SN2008GG-HOST,SN2008gg,SN2008gg,01:25:23.040,-18:10:20.78,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3r010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3r010_drc.fits,0.031942,corez_zobs
SN2008HJ-HOST,SN2008hj,SN2008hj,00:04:01.910,-11:10:07.50,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2r010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2r010_drc.fits,0.037579,corez_zobs
SN2008HU-HOST,SN2008hu,SN2008hu,08:09:14.760,-18:39:13.10,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4g010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4g010_drc.fits,0.050006,corez_zobs
SN2008IA-HOST,SN2008ia,SN2008ia,08:50:35.150,-61:16:40.58,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4h010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4h010_drc.fits,0.022248,corez_zobs
SN2009D-HOST,SN2009D,SN2009D,03:54:22.829,-19:10:54.19,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo75010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo75010_drc.fits,0.025128,corez_zobs
SN2009F-HOST,SN2009F,SN2009F,04:59:23.56,-11:07:50.10,Ia-91bg,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo4n010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo4n010_drc.fits,0.012714,corez_zobs
SN2009I-HOST,SN2009I,SN2009I,02:45:10.399,-04:42:49.39,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2w010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2w010_drc.fits,0.02611,corez_zobs
SN2009J-HOST,SN2009J,SN2009J,05:55:21.130,-76:55:20.78,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4n010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4n010_drc.fits,0.015755,corez_zobs
SN2009AA-HOST,SN2009aa,SN2009aa,11:23:42.281,-22:16:14.48,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g85010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g85010_drc.fits,0.027255,corez_zobs
SN2009AB-HOST,SN2009ab,SN2009ab,04:16:36.39,+02:45:51.00,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2u010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2u010_drc.fits,0.011134,corez_zobs
SN2009AG-HOST,SN2009ag,SN2009ag,07:11:40.810,-26:41:06.29,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4k010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4k010_drc.fits,0.008625,corez_zobs
SN2009AL-HOST,SN2009al,SN2009al,10:51:22.07,+08:34:42.70,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4l010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4l010_drc.fits,0.022105,corez_zobs
SN2009IG-HOST,SN2009ig,SN2009ig,02:38:11.611,-01:18:45.11,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2x010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2x010_drc.fits,0.008867,corez_zobs
SN2009JR-HOST,SN2009jr,SN2009jr,20:26:26.030,+02:54:33.01,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2y010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2y010_drc.fits,0.016527,corez_zobs
SN2009LE-HOST,SN2009le,SN2009le,02:09:17.141,-23:24:44.78,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo2z010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2z010_drc.fits,0.017868,corez_zobs
SN2009MZ-HOST,SN2009mz,SN2009mz,14:03:24.641,-06:03:31.28,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3a010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3a010_drc.fits,0.008579,corez_zobs
SN2009NR-HOST,SN2009nr,SN2009nr,13:10:58.949,+11:29:29.29,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4o010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4o010_drc.fits,0.011224,corez_zobs
SN2010AE-HOST,SN2010ae,SN2010ae,07:15:54.650,-57:20:36.89,Ia-02cx,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g68010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g68010_drc.fits,0.003669,corez_zobs
SN2010DL-HOST,SN2010dl,SN2010dl,21:35:00.970,-00:30:47.81,Ia,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST,if0g4p010_drc.fits,data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g4p010_drc.fits,0.030154,corez_zobs
SN2010EV-HOST,SN2010ev,SN2010ev,10:25:28.990,-39:49:51.20,Ia,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST,iepo3c010_drc.fits,data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo3c010_drc.fits,0.009206,corez_zobs
