cubename,zalpha,zbeta,zoiii,zobs,zhelio,ezhelio,zcmb,notes
SN2018evk,0.030098,0.030133,0.030129,0.030120,0.030082,0.000191,0.028808,
SN2018fit,0.013379,0.013328,0.013307,0.013338,0.013295,0.000194,0.012053,
SN2007od,0.005848,0.005843,0.005844,0.005845,0.005777,0.000190,0.004579,
analogue1,0.073700,0.073725,0.073732,0.073719,0.073641,0.000191,0.072358,
analogue3,0.098394,0.098400,0.098400,0.098398,0.098378,0.000190,0.097088,
analogue4,0.106982,0.106975,0.106976,0.106978,0.106901,0.000190,0.105604,
analogue5,0.247382,0.247367,0.247368,0.247372,0.247358,0.000191,0.245948,
analogue6,0.167395,0.167387,nan,0.167391,0.167370,0.000191,0.166082,
analogue10,0.056504,0.056670,0.056642,0.056605,0.056505,0.000208,0.055485,
analogue11,0.039916,0.039947,0.039938,0.039934,0.039897,0.000191,0.038996,
analogue12,0.113175,0.113216,0.113211,0.113201,0.113107,0.000192,0.112218,
analogue13,0.348633,0.348648,0.348646,0.348642,0.348611,0.000191,0.347517,
analogue19,0.085558,0.085553,0.085554,0.085555,0.085539,0.000190,0.084838,
analogue21,0.030053,0.030073,0.030074,0.030067,0.030051,0.000191,0.029403,
analogue22,0.162018,0.162013,0.162014,0.162015,0.162002,0.000190,0.161391,
analogue23,0.093060,0.093060,0.093060,0.093060,0.093053,0.000190,0.092461,
analogue24,0.088170,0.088170,0.088170,0.088170,0.088175,0.000190,0.087727,
analogue25,0.072190,0.072190,0.072190,0.072190,0.072117,0.000190,0.073054,
analogue26,0.226930,0.226930,0.226930,0.226930,0.226853,0.000190,0.227965,
analogue28,0.075880,0.075880,0.075880,0.075880,0.075804,0.000190,0.076828,
analogue30,0.301210,0.301210,0.301210,0.301210,0.301231,0.000190,0.302570,
analogue31,0.288283,0.288283,0.288283,0.288283,0.288215,0.000190,0.289511,
analogue33,0.147310,0.147310,0.147310,0.147310,0.147370,0.000190,0.148677,
analogue36,0.097700,0.097700,0.097700,0.097700,0.097656,0.000190,0.098918,
analogue45,0.165741,0.165761,nan,0.165751,0.165756,0.000191,0.167016,
analogue48,0.230883,0.231005,0.231001,0.230963,0.230986,0.000200,0.232300,
LSQ14fms,0.076372,0.076341,0.076389,0.076367,0.076309,0.000192,0.075638,
CSP14acy,0.066424,0.066465,0.066451,0.066446,0.066399,0.000192,0.066028,
CSP14acl,0.029610,0.029615,0.029614,0.029613,0.029566,0.000190,0.028489,superfaint host
SN2007if,0.075158,0.075164,0.075167,0.075163,0.075141,0.000191,0.073993,
SN2008fr,0.039338,0.039457,0.039403,0.039399,0.039369,0.000199,0.038259,
SN2013ct,0.003871,0.003925,0.003919,0.003905,0.003866,0.000192,0.002799,
SN2014Z,0.021233,0.021274,0.021266,0.021258,0.021220,0.000192,0.020877,
SN2012U,0.019902,0.019917,0.019919,0.019913,0.019881,0.000191,0.019488,
CSP14adc,0.032319,0.032481,0.032459,0.032420,0.032434,0.000207,0.031619,
SN2014eg,0.018711,0.018610,0.018638,0.018653,0.018629,0.000197,0.018334,
LSQ12gyc,0.089688,0.089665,0.089771,0.089708,0.089697,0.000198,0.088989,
SN2008R,0.013429,0.013403,0.013406,0.013413,0.013411,0.000191,0.012797,
CSP13abm,0.028149,0.028162,0.028160,0.028157,0.028173,0.000191,0.027503,
LSQ12hjm,0.071209,0.071282,0.071274,0.071255,0.071253,0.000194,0.070660,
LSQ14ghv,0.067012,0.067050,0.067048,0.067037,0.067036,0.000191,0.066612,
CSP13aay,0.059530,0.059590,0.059545,0.059555,0.059541,0.000193,0.059324,
LSQ14gfn,0.121400,0.121414,0.121495,0.121436,0.121446,0.000196,0.120859,
SN2007jg,0.037089,0.037083,0.037084,0.037085,0.037108,0.000190,0.036559,
SN2007jh,0.040746,0.040762,0.040771,0.040759,0.040785,0.000191,0.040262,
SN2013ad,0.036430,0.036531,0.036443,0.036468,0.036501,0.000197,0.035977,
SN2013gy,0.014001,0.014001,0.014001,0.014001,0.014017,0.000190,0.013556,
SN2009ab,0.011116,0.011163,0.011123,0.011134,0.011177,0.000192,0.010872,
LSQ11bk,0.040283,0.040382,0.040370,0.040345,0.040378,0.000197,0.040121,
SN2009F,0.012704,0.012732,0.012706,0.012714,0.012760,0.000191,0.012722,
SN2005el,0.014830,0.014811,0.014814,0.014818,0.014883,0.000191,0.014867,
CSP13aam,0.074926,0.074900,0.074903,0.074910,0.074904,0.000191,0.075059,
ASASSN-15da,0.048976,0.048990,0.049014,0.048994,0.049034,0.000191,0.049160,
SN2014I,0.030864,0.030840,0.030916,0.030874,0.030918,0.000194,0.031136,
ASASSN-15go,0.019104,0.019141,0.019137,0.019127,0.019189,0.000191,0.019540,
SN2015F,nan,nan,nan,0.005000,0.005003,0.001000,0.005399,
iPTF13efe,0.074951,0.074959,0.074952,0.074954,0.075046,0.000191,0.076013,
LSQ14mc,0.056625,0.056676,0.056702,0.056668,0.056758,0.000194,0.057759,
CSP13aaf,0.077791,0.077726,0.077742,0.077753,0.077851,0.000193,0.079074,
CSP14aal,0.077276,0.077324,0.077338,0.077313,0.077397,0.000193,0.078586,
CSP13V,0.055537,0.055640,0.055639,0.055605,0.055697,0.000197,0.056946
SN2008bt,0.015419,0.015439,0.015436,0.015431,0.015528,0.000191,0.016775,
SN2009al,nan,nan,nan,0.022105,0.022199,0.001000,0.023413,
CSP13Z,0.079023,0.079082,0.079037,0.079047,0.079140,0.000193,0.080463,
KISS13l,0.130833,0.130772,0.130824,0.130810,0.130870,0.000193,0.131994,
CSP13abs,0.077255,0.077275,0.077272,0.077267,0.077369,0.000191,0.078663,
SN2008bf,nan,nan,nan,0.023500,0.023571,0.001000,0.024668,
KISS15m,0.024284,0.024344,0.024337,0.024322,0.024393,0.000193,0.025485,
KISS13j,0.076508,0.076436,0.076485,0.076476,0.076550,0.000194,0.077735,
KISS15n,nan,0.023463,0.023456,0.023460,0.023531,0.000190,0.024448, no lines or absoprtions visible
iPTF13anh,0.061430,0.061514,0.061459,0.061468,0.061553,0.000195,0.062612,
KISS13v,0.095451,0.095533,0.095532,0.095505,0.095582,0.000195,0.096474,
CSP15aae,0.016157,0.016241,0.016200,0.016199,0.016286,0.000195,0.017090,
SN2012aq,0.045984,0.045938,0.045889,0.045937,0.046004,0.000196,0.046619,
SN2005cf_B,0.006651,0.006702,0.006703,0.006685,0.006596,0.000192,0.007185,
iPTF13dwl,0.087025,0.087033,0.087032,0.087030,0.086946,0.000191,0.085768,
ASASSN-14lq,nan,nan,nan,0.026000,0.025917,0.001000,0.024798,
SN2014ds,0.013620,0.013675,0.013644,0.013646,0.013555,0.000192,0.014285,
SN2014dp,0.018932,0.018959,0.018968,0.018953,0.018891,0.000191,0.019794,
SN2018hyw,0.016732,0.016725,0.016728,0.016728,0.016633,0.000190,0.017433,
SN2014cq,0.010657,0.010650,0.010652,0.010653,0.010658,0.000190,0.011284,
ASASSN-18ke,0.021600,0.021645,0.021646,0.021630,0.021538,0.000192,0.022742,
SN2019bao,0.011851,0.011867,0.011868,0.011862,0.011779,0.000191,0.012977,
ASASSN-18ga,0.047945,0.047937,0.047938,0.047940,0.047844,0.000191,0.049070,
ATLAS17cpj,0.041588,0.041486,0.041501,0.041525,0.041435,0.000197,0.042478,
PSNJ11220840-3804001,0.009760,0.009710,0.009718,0.009729,0.009698,0.000192,0.010768,
ASASSN-18ex,0.050742,0.050789,0.050790,0.050774,0.050700,0.000192,0.051927,
SN2020admc,0.009551,0.009575,0.009576,0.009567,0.009535,0.000191,0.010569,
MASTEROTJ12045150,0.001888,0.001883,0.001884,0.001885,0.001854,0.000190,0.002854,
ASASSN-18dr,0.018457,0.018452,0.018453,0.018454,0.018364,0.000190,0.019536,
SN2020fqv,0.007432,0.007508,0.007452,0.007464,0.007376,0.000194,0.008479,
SN2017dcc,0.024236,0.024226,0.024234,0.024232,0.024134,0.000191,0.025289,
ASASSN-18ph,0.047916,0.047964,0.047934,0.047938,0.047843,0.000192,0.049012,
AT2018adg,0.022443,0.022500,0.022497,0.022480,0.022381,0.000193,0.023436,
SN2018cbz,0.022374,0.022391,0.022389,0.022385,0.022293,0.000191,0.023301,
SN2019vsi,0.027896,0.027900,0.027871,0.027889,0.027856,0.000191,0.028705,
ASASSN-18hq,0.033804,0.033787,0.033789,0.033793,0.033806,0.000191,0.034664,
MASTEROTJ14102342,0.005945,0.005925,0.005928,0.005933,0.005937,0.000191,0.006682,
ASASSN-18ky,0.024023,0.024037,0.024098,0.024052,0.023962,0.000194,0.024799,
SN2018dbg,0.014751,0.014800,0.014800,0.014784,0.014706,0.000192,0.015407,
ASASSN-15uy,0.015959,0.015939,0.015942,0.015947,0.015967,0.000191,0.016618,
SN2016jag,0.006803,0.006735,0.006742,0.006760,0.006753,0.000194,0.007328,
SN2019pqo,0.013584,0.013403,0.013424,0.013470,0.013397,0.000211,0.013816,
SN2019yz,0.006394,0.006450,0.006408,0.006417,0.006416,0.000193,0.006887,
ASASSN-19sj,0.016071,0.016152,0.016085,0.016103,0.016157,0.000195,0.016367,
SN2016ajo,0.013407,0.013370,0.013455,0.013411,0.013472,0.000195,0.012966,
ATLAS17iif,0.018641,0.018708,0.018675,0.018675,0.018772,0.000193,0.017896,
PSNJ20580766-5147074,0.015776,0.015812,0.015794,0.015794,0.015875,0.000191,0.015352,
SN2014bt,0.015763,0.015783,0.015832,0.015793,0.015884,0.000194,0.015082,
ASASSN-16fp,0.003621,0.003613,0.003614,0.003616,0.003702,0.000191,0.002544,
SN2016iyc,0.012667,0.012742,0.012691,0.012700,0.012780,0.000194,0.011610,
SN2018eoe,0.020144,0.020226,0.020162,0.020177,0.020257,0.000195,0.019044,
SN2014br,0.027868,0.027974,0.027921,0.027921,0.027986,0.000198,0.027521,
SN2015K,0.010182,0.010225,0.010192,0.010199,0.010287,0.000192,0.009096,
SN2018cew,0.022518,0.022550,0.022524,0.022531,0.022618,0.000191,0.021461,
SN2019iep,0.055857,0.055955,0.055873,0.055895,0.055974,0.000197,0.054768,
OGLE-2014-SN-131,0.087368,0.087424,0.087417,0.087403,0.087397,0.000193,0.087299,
SN2018fmt,0.054183,0.054220,0.054227,0.054210,0.054289,0.000192,0.053264,
SN2018gjx,0.009982,0.010041,0.010040,0.010021,0.010106,0.000193,0.009278,
SN2000er,0.030911,0.030943,0.030991,0.030948,0.030990,0.000195,0.030680,
PS15dpn,0.174681,0.174693,0.174702,0.174692,0.174754,0.000191,0.173824,
OGLE-2012-SN-006,0.056717,0.056642,0.056753,0.056704,0.056702,0.000198,0.056710,
SN2022eux,0.025292,0.025241,0.025264,0.025266,0.025343,0.000192,0.025614,
SN2022gzg,0.088769,0.088833,0.088792,0.088798,0.088709,0.000193,0.089937,
SN2017jfv,0.038025,0.038033,0.038032,0.038030,0.037956,0.000191,0.038913,
SN2019deh,0.054675,0.054700,0.054700,0.054692,0.054601,0.000191,0.055503,
SN2002ao,nan,nan,nan,0.005134,0.005040,0.001000,0.005844,
SN2022pff,0.090914,0.091058,0.090911,0.090961,0.090896,0.000204,0.091370,
iPTF13beo,0.090097,0.090162,0.090130,0.090130,0.090052,0.000193,0.090345,
SN2016edk,0.074210,0.074193,0.074142,0.074181,0.074145,0.000193,0.073889,
SN2021zfx,0.069854,0.069854,0.069886,0.069865,0.069886,0.000191,0.068745,
SN2019rii,0.123480,0.123524,0.123529,0.123511,0.123547,0.000192,0.122352,
LSQ13ccw,0.059478,0.059569,0.059541,0.059529,0.059608,0.000196,0.058533,
SN2019kbj,0.048362,0.048423,0.048379,0.048388,0.048433,0.000193,0.047210,
SN2020taz,0.048999,0.049013,0.049026,0.049012,0.049060,0.000191,0.047791,
SN2011hw,0.021624,0.021656,0.021639,0.021640,0.021691,0.000191,0.020588,
PTF11rfh,0.058925,0.058996,0.058993,0.058971,0.059028,0.000194,0.057745,
SN2020nxt,0.022155,0.022180,0.022189,0.022175,0.022229,0.000191,0.021124,
DES16C3cje,0.061868,0.062007,0.061945,0.061940,0.061887,0.000203,0.061454,
OGLE-2003-NOOS-005,0.030614,0.030658,0.030656,0.030643,0.030639,0.000192,0.030870,
SN2009mw,0.014208,0.014202,0.014262,0.014224,0.014277,0.000193,0.015396,
SN2012gg,0.029705,0.029710,0.029709,0.029708,0.029630,0.000190,0.029447,
SN2018imj,0.012981,0.012943,0.012966,0.012963,0.012920,0.000191,0.013394,
SN2022ymc,0.027730,0.027710,0.027686,0.027708,0.027612,0.000192,0.026993,
SN2021wun,0.022737,0.022764,0.022765,0.022755,0.022806,0.000191,0.023154,
SN2018anu_B,0.039172,0.039174,0.039169,0.039172,0.039245,0.000190,0.039067,
SN2021adyl,0.027711,0.027710,0.027718,0.027713,0.027640,0.000191,0.028546,
SN2006au,0.009506,0.009530,0.009532,0.009523,0.009604,0.000191,0.009334,
SN2020scb,0.017392,0.017404,0.017405,0.017400,0.017433,0.000191,0.016250,
SN2022jli,0.005508,0.005542,0.005552,0.005534,0.005543,0.000192,0.004423,
SN2019yc,0.014500,0.014541,0.014556,0.014533,0.014551,0.000193,0.013393,
SN2020aqb,0.017995,0.018015,0.018012,0.018007,0.018038,0.000191,0.016893,
SN2019jyw,0.013100,0.013148,0.013120,0.013123,0.013164,0.000192,0.012078,
SN2020abjq,0.018427,0.018425,0.018425,0.018426,0.018454,0.000190,0.017348,
SN2019nyn,0.023910,0.023972,0.023947,0.023943,0.023991,0.000193,0.023274,
SN2019ofc,0.019525,0.019631,0.019542,0.019566,0.019621,0.000198,0.018919,
SN2020qbu,0.019656,0.019685,0.019646,0.019662,0.019710,0.000191,0.018751,
SN2020nja,0.018891,0.018899,0.018898,0.018896,0.018931,0.000191,0.017925,
SN2018cmj,0.020766,0.020759,0.020760,0.020762,0.020810,0.000190,0.020174,
SN2020njz,0.015749,0.015857,0.015788,0.015798,0.015856,0.000198,0.014978,
SN2019rn,0.013012,0.013017,0.013016,0.013015,0.013086,0.000190,0.012218,
SN2020obd,0.014982,0.014969,0.014919,0.014956,0.015017,0.000193,0.014244,
SN2019xtw,0.016191,0.016288,0.016230,0.016236,0.016297,0.000196,0.015804,
SN2018hhr,0.016788,0.016858,0.016824,0.016823,0.016901,0.000194,0.016199,
SN2018hjx,0.019687,0.019660,0.019718,0.019688,0.019770,0.000193,0.019214,
SN2018fcx,0.025147,0.025174,0.025185,0.025169,0.025243,0.000191,0.024938,
SN2020cnu,0.018257,0.018303,0.018315,0.018292,0.018353,0.000193,0.018192,
SN2020ocz,0.003268,0.003275,0.003272,0.003272,0.003327,0.000190,0.003400,
SN2020aboq,0.022249,0.022389,0.022255,0.022298,0.022349,0.000203,0.022816,
SN2017hyh,0.011975,0.011992,0.011960,0.011976,0.012066,0.000191,0.012660,
SN2018fy,0.012264,0.012324,0.012282,0.012290,0.012205,0.000193,0.013365,
SN2019bkc,nan,nan,nan,0.020000,0.019913,0.001000,0.021113,
SN2019uhm,0.010432,0.010477,0.010538,0.010482,0.010443,0.000198,0.011563,
SN2020pub,0.011974,0.011969,0.011970,0.011971,0.011886,0.000190,0.013079,
SN2019tsf,0.026912,0.026889,0.026952,0.026917,0.026823,0.000193,0.028092,
SN2019thi,0.013023,0.013129,0.013122,0.013091,0.013060,0.000198,0.014234,
SN2020acpi,0.017037,0.017017,0.017040,0.017031,0.017003,0.000191,0.017934,
SN2019aax,0.013412,0.013556,0.013499,0.013489,0.013476,0.000204,0.014613,
SN2020bfb,0.011702,0.011689,0.011718,0.011703,0.011683,0.000191,0.012641,
SN2018jq,0.024908,0.024917,0.024871,0.024899,0.024823,0.000192,0.025940,
SN2018ke,0.010369,0.010406,0.010395,0.010390,0.010323,0.000191,0.011236,
SN2018is,nan,nan,nan,0.005810,0.005721,0.001000,0.006777,
SN2020hop,0.017878,0.017940,0.017886,0.017901,0.017812,0.000193,0.018880,
SN2017izl,0.009527,0.009527,0.009541,0.009532,0.009470,0.000191,0.010296,
SN2021bmw,0.012777,0.012785,0.012784,0.012782,0.012707,0.000191,0.013625,
SN2020mvk,0.015036,0.015038,0.015038,0.015037,0.014961,0.000190,0.015906,
SN2020ad,0.008654,0.008668,0.008771,0.008698,0.008608,0.000199,0.009492,
SN2018ecf,0.015999,0.016207,0.016213,0.016140,0.016137,0.000218,0.016970,
SN2019axz,0.014865,0.014925,0.014887,0.014892,0.014932,0.000193,0.015624,
SN2018dza,0.021763,0.021775,0.021723,0.021754,0.021796,0.000192,0.022506,
SN2021aez,0.015662,0.015668,0.015678,0.015669,0.015661,0.000191,0.016158,
SN2020fsb,0.007490,0.007515,0.007523,0.007509,0.007416,0.000191,0.007922,
SN2019gvp,0.022029,0.022067,0.021990,0.022029,0.022108,0.000194,0.022307,
SN2019nxk,0.026511,0.026559,0.026498,0.026523,0.026447,0.000193,0.026369,
SN2019hqm,0.023918,0.023951,0.023917,0.023929,0.023947,0.000191,0.023765,
SN2020yzq,0.014838,0.014845,0.014844,0.014842,0.014902,0.000190,0.014496,
SN2019leu,0.015877,0.015834,0.015839,0.015850,0.015911,0.000192,0.015315,
SN2019gqm,0.020504,0.020639,0.020564,0.020569,0.020536,0.000202,0.019881,
SN2019cwt,0.018074,0.018100,0.018097,0.018090,0.018131,0.000191,0.017530,
SN2020zae,0.023074,0.023100,0.023097,0.023090,0.023135,0.000191,0.022455,
SN2020fzj,0.018912,0.018897,0.018898,0.018902,0.018871,0.000191,0.017995,
SN2018fer,0.026736,0.026709,0.026687,0.026710,0.026734,0.000192,0.025883,
SN2018dht,0.023140,0.023112,0.023138,0.023130,0.023086,0.000191,0.022045,
SN2018fus,0.026167,0.026161,0.026152,0.026160,0.026110,0.000191,0.025066,
SN2019dna,0.016402,0.016408,0.016408,0.016406,0.016361,0.000190,0.015310,
SN2017hqj,0.016360,0.016383,0.016393,0.016379,0.016362,0.000191,0.015291,
SN2018ass,0.018700,0.018765,0.018758,0.018741,0.018805,0.000193,0.017942,
SN2019sox,0.010949,0.010959,0.010958,0.010955,0.010961,0.000191,0.009832,
SN2017hhx,0.020903,0.020962,0.020967,0.020944,0.020992,0.000193,0.020001,
SN2018emt,0.023834,0.023876,0.023887,0.023866,0.023959,0.000192,0.022952,
SN2019dtt,0.015514,0.015484,0.015487,0.015495,0.015592,0.000191,0.014362,
SN2020voh,0.015745,0.015863,0.015789,0.015799,0.015857,0.000199,0.014938,
SN2019fya,0.015640,0.015584,0.015599,0.015608,0.015618,0.000193,0.014389,
SN2020zgl,0.007729,0.007786,0.007772,0.007762,0.007749,0.000193,0.006522,
SN2020twk,0.023906,0.023930,0.023961,0.023932,0.023964,0.000192,0.022717,
SN2020ovk,0.024969,0.024975,0.024976,0.024973,0.025026,0.000190,0.023849,
SN2012ap,0.012112,0.012183,0.012172,0.012156,0.012193,0.000194,0.012138,
SN1994ai,0.005074,0.005094,0.005091,0.005086,0.005039,0.000191,0.004320,
SN2018lei,0.006436,0.006589,0.006515,0.006514,0.006470,0.000205,0.005953,
SN2012cw,nan,nan,nan,0.003946,0.004018,0.001000,0.005202,
SN2003aa,0.010134,0.010134,0.010045,0.010104,0.010181,0.000196,0.011344,
SN1997dq,nan,nan,nan,0.003309,0.003365,0.001000,0.004534,
SN2003jg,0.003547,0.003616,0.003609,0.003591,0.003586,0.000194,0.004645,
LSQ13doo,0.006450,0.006443,0.006444,0.006446,0.006487,0.000190,0.007634,
SN2011hp,0.006604,0.006594,0.006595,0.006598,0.006646,0.000191,0.007614,
SN2014ad,0.005692,0.005682,0.005683,0.005686,0.005721,0.000191,0.006941,
SN2011jl,0.009918,0.009946,0.009948,0.009937,0.009954,0.000191,0.011036,
ASASSN-15pz,0.014880,0.014862,0.014861,0.014868,0.014884,0.000191,0.014451,
PTF10qrl,0.039555,0.039563,0.039564,0.039561,0.039523,0.000191,0.038245,
iPTF16flq,0.059613,0.059535,0.059549,0.059566,0.059542,0.000194,0.058317,
iPTF15cna,0.022017,0.022002,0.022096,0.022038,0.022014,0.000196,0.020842,
PTF11mnb,0.060275,0.060292,0.060276,0.060281,0.060266,0.000191,0.059040,
iPTF16hgp,0.080769,0.080792,0.080796,0.080786,0.080783,0.000191,0.079612,
PTF13aby,0.017505,0.017505,0.017505,0.017505,0.017583,0.000190,0.018391,
SN2019nyk,0.021073,0.021148,0.021080,0.021100,0.021115,0.000194,0.019943,
SN2020aeje,0.026390,0.026470,0.026443,0.026434,0.026485,0.000195,0.025307,
SN2019zc,0.020623,0.020619,0.020692,0.020645,0.020680,0.000194,0.019566,
SN2019hgu,0.021590,0.021697,0.021548,0.021611,0.021636,0.000205,0.020553,
SN2018cdc,0.005935,0.006069,0.005998,0.006001,0.006077,0.000202,0.004983,
SN2019gql,0.021123,0.021199,0.021064,0.021129,0.021152,0.000202,0.020081,
SN2019lre,0.018025,0.018150,0.018147,0.018107,0.018145,0.000200,0.017251,
SN2018lcd,0.016978,0.017087,0.017115,0.017060,0.017102,0.000202,0.016154,
SN2018jkb,0.020361,0.020137,0.020162,0.020220,0.020294,0.000221,0.019457,
SN2020yyz,0.014459,0.014535,0.014485,0.014493,0.014559,0.000194,0.013765,
SN2019ply,0.021607,0.021605,0.021737,0.021650,0.021721,0.000202,0.021020,
SN2018jfp,0.022958,0.022952,0.022967,0.022959,0.023027,0.000191,0.022428,
SN2017jcu,0.022926,0.022934,0.022936,0.022932,0.023004,0.000191,0.022427,
SN2017ilo,0.021745,0.021858,0.021804,0.021802,0.021893,0.000199,0.021349,
SN2018hle,0.013831,0.013922,0.013920,0.013891,0.013949,0.000196,0.013507,
SN2020rvf,0.022124,0.022189,0.022093,0.022135,0.022220,0.000196,0.021776,
SN2019xvo,0.018373,0.018406,0.018405,0.018395,0.018490,0.000191,0.018079,
SN2018gle,0.017533,0.017569,0.017581,0.017561,0.017628,0.000192,0.017420,
SN2020adhh,0.021902,0.021867,0.021903,0.021891,0.021984,0.000191,0.021774,
SN2020aer,0.015590,0.015697,0.015676,0.015654,0.015735,0.000198,0.015621,
SN2019tba,0.019820,0.019861,0.019894,0.019858,0.019933,0.000194,0.019887,
SN2020eai,0.015621,0.015621,0.015621,0.015621,0.015708,0.000190,0.015625,
SN2020htt,0.023049,0.023066,0.023064,0.023060,0.022980,0.000191,0.024206,
SN2020bij,0.013295,0.013398,0.013387,0.013360,0.013277,0.000197,0.014459,
SN2021os,0.019295,0.019365,0.019354,0.019338,0.019242,0.000194,0.020443,
SN2019dke,0.010784,0.010836,0.010830,0.010817,0.010738,0.000192,0.011812,
SN2020kxg,0.023189,0.023269,0.023388,0.023282,0.023231,0.000215,0.024297,
SN2017kam,0.022525,0.022533,0.022532,0.022530,0.022457,0.000191,0.023427,
SN2018ctr,0.022555,0.022563,0.022562,0.022560,0.022525,0.000191,0.023476,
SN2018bui,0.020319,0.020431,0.020419,0.020390,0.020306,0.000199,0.021098,
SN2018rz,0.023858,0.023882,0.023866,0.023869,0.023782,0.000191,0.024616,
SN2020jjj,0.022959,0.023002,0.022997,0.022986,0.022929,0.000192,0.023726,
SN2019bzd,0.008664,0.008830,0.008805,0.008766,0.008708,0.000208,0.009447,
SN2018kfn,0.015400,0.015400,0.015400,0.015400,0.015322,0.000190,0.015640,
SN2019lsj,0.027374,0.027380,0.027317,0.027357,0.027301,0.000193,0.026603,
SN2020hox,0.020057,0.020245,0.020169,0.020157,0.020127,0.000212,0.019434,
SN2020vzv,0.018877,0.018900,0.018839,0.018872,0.018888,0.000193,0.017806,
SN2018iqx,0.020034,0.020046,0.020045,0.020042,0.020086,0.000191,0.018876,superfaint host redshift from literature
SN2020uas,0.023558,0.023569,0.023581,0.023569,0.023579,0.000191,0.022348,
SN2019odp,0.014387,0.014399,0.014398,0.014395,0.014444,0.000191,0.013198,superfaint host redshift from literature
SN2019wbd,0.014615,0.014623,0.014622,0.014620,0.014639,0.000191,0.013397,
SN2020uzq,0.011528,0.011501,0.011507,0.011512,0.011556,0.000191,0.010377,
SN2019hnl,0.022796,0.022870,0.022870,0.022845,0.022885,0.000194,0.021651,
SN2018gvt,0.020836,0.020844,0.020843,0.020841,0.020867,0.000191,0.019653,
ZTF19acgldqr,0.039133,0.039208,0.039205,0.039182,0.039192,0.000194,0.037994,
ZTF19achetvw,0.043641,0.043699,0.043698,0.043679,0.043695,0.000193,0.042470,
ZTF20acymtbr,0.061051,0.061308,0.061172,0.061177,0.061208,0.000230,0.060138,
ZTF20aciigcw,0.040441,0.040466,0.040560,0.040489,0.040519,0.000200,0.039372,
ZTF19abzprpk,0.059643,0.059669,0.059666,0.059660,0.059694,0.000191,0.058580,
ZTF18acrcetn,0.040544,0.040627,0.040604,0.040592,0.040623,0.000195,0.039485,
ZTF20abmddts,nan,nan,nan,0.058454,0.058482,0.001000,0.057391,
ZTF20acvbrbv,0.047222,0.047305,0.047301,0.047276,0.047317,0.000195,0.046295,
ZTF19aavvvrc,0.035681,0.035781,0.035778,0.035747,0.035800,0.000197,0.034894,
ZTF19acazpyz,0.038272,0.038298,0.038295,0.038289,0.038325,0.000191,0.037388,
ZTF19abjpkdz,0.056598,0.056735,0.056655,0.056663,0.056722,0.000203,0.055890,
ZTF20aaivjce,0.034345,0.034422,0.034439,0.034402,0.034468,0.000196,0.033740,
ZTF19acyftrs,0.036308,0.036325,0.036323,0.036318,0.036388,0.000191,0.035933,
ZTF20aaydgsu,0.048894,0.048938,0.048969,0.048934,0.048840,0.000194,0.049989,
ZTF19abalrbb,0.048050,0.048018,0.048235,0.048101,0.048019,0.000219,0.047654,
ZTF19abiahik,0.033362,0.033593,0.033589,0.033514,0.033449,0.000223,0.032562,
ZTF19aatvkrn,0.048311,0.048322,0.048347,0.048327,0.048293,0.000191,0.047310,
ZTF19aatvljp,0.030110,0.030153,0.030148,0.030137,0.030091,0.000192,0.029009,
ZTF19aaarhtg,0.027961,0.027910,0.027913,0.027928,0.027888,0.000192,0.026787,
ZTF19abkbkxy,0.029238,0.029303,0.029324,0.029288,0.029253,0.000195,0.028081,
ZTF19abioohk,0.060442,0.060632,0.060572,0.060549,0.060544,0.000213,0.059376,
ZTF20abtctgr,0.040970,0.041074,0.041008,0.041017,0.041017,0.000198,0.039784,
ZTF19abpqvdh,0.024850,0.025058,0.024954,0.024954,0.024956,0.000217,0.023771,
ZTF20aakhpmp,0.030807,0.031037,0.031036,0.030960,0.030952,0.000222,0.029681,
ZTF19acxgxcu,0.032909,0.032962,0.032902,0.032925,0.032925,0.000193,0.031650,
ZTF20acoredl,0.058457,0.058569,0.058556,0.058527,0.058603,0.000199,0.057394,
ZTF19aaynsws,0.055368,0.055385,0.055415,0.055389,0.055394,0.000192,0.054107,
ZTF22abhrjld,0.016897,0.016862,0.016866,0.016875,0.016839,0.000191,0.015777,
ZTF20aafqpum,nan,0.084536,0.084529,0.084533,0.084487,0.000190,0.083773,
ZTF19abzlsbl,0.034052,0.034094,0.034060,0.034069,0.034040,0.000192,0.033634
ZTF20acmuzkw,0.023561,0.023664,0.023620,0.023615,0.023646,0.000197,0.024067,
ZTF20aahaxjl,0.044976,0.044975,0.045004,0.044985,0.045050,0.000191,0.045713,
ZTF20acuoacn,0.046792,0.046826,0.046825,0.046814,0.046890,0.000191,0.047825,
ZTF20acwpbgv,0.049341,0.049110,0.049287,0.049246,0.049325,0.000223,0.050372,
ZTF20acnznol,0.032335,0.032344,0.032343,0.032341,0.032441,0.000191,0.033640,
SN2015bs,0.027285,0.027565,0.027545,0.027465,0.027377,0.000236,0.026158,
ASASSN-15ja,0.026378,0.026383,0.026382,0.026381,0.026430,0.000190,0.026039,
SN2010F,0.009310,0.009310,0.009310,0.009310,0.009243,0.000190,0.010311,
SN2009bb,0.009951,0.009960,0.009958,0.009956,0.009899,0.000191,0.010933,
SN2009md,0.004389,0.004397,0.004396,0.004394,0.004299,0.000191,0.005465,
