sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes,obs_id,target_name,proposal_id,proposal_pi,instrument_name,filters,sep_arcsec,t_exptime,calib_level,t_min,t_max,obs_title
SN2018anu_B,SN2018anu_B,264.05979583333334,18.982386111111108,II      ,P112 ,2nd epoch. spectrum in P104,hst_16287_fc_wfc3_uvis_f275w_iebjfc,SN2018ANU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,25.13406949232868,1650.0,3,59743.84949353,59743.87294258,
SN2018cjk,SN2015bf,351.2042916666666,15.281111111111112,-       ,P103 ,,hst_16287_di_wfc3_uvis_f275w_iebjdi,SN2015BF-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,19.26676719066295,1650.0,3,59346.20538865,59346.22883733,
SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,,hst_skycell-p1821x12y12_wfc3_uvis_f275w_all,AT2018COW,,,WFC3/UVIS,F275W,0.08000001200557406,840.0,3,58336.36971127,58346.45180692,
SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman,hst_16287_ce_wfc3_uvis_f275w_iebjce,SN2018DFG-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,12.738846042724042,1800.0,3,59261.90991415,59261.93557357,
SN2018ec,NGC3256,156.96154166666665,-43.90175,Ic      ,arx  ,,hst_15649_11_wfc3_uvis_f275w_idy411,NGC-3256,15649,"Chandar, Rupali",WFC3/UVIS,F275W,14.743040032675346,2480.0,3,58657.14284579,58657.1762367,
SN2018eoe,SN2018eoe,336.1015416666666,18.0719,Ib      ,P111 ,,hst_16657_95_wfc3_uvis_f275w_iep395,ZTF18ABKTMFZ,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.15562940534515407,1200.0,3,59792.73886962,59792.75433237,
SN2018eog,SN2018eog,307.0502083333333,-3.1363305555555554,II      ,P103 ,,hst_16287_ct_wfc3_uvis_f275w_iebjct,SN2018EOG-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,11.879852444626502,1650.0,3,59302.17666068,59302.20010973,
SN2018evy,SN2018evy,275.65908333333334,15.696569444444444,II      ,P103 ,,iebjcp010,SN2018EVY-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.553571498324966,1650.0,3,59300.12394070602,59300.14738973379,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2018fit,SN2018fit,351.3174083333333,13.934011111111111,II      ,P104 ,,hst_16287_ek_wfc3_uvis_f275w_iebjek,SN2018FIT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1625844666467e-07,1650.0,3,59352.1571131,59352.18056215,
SN2018gjx,SN2018gjx,34.064874999999994,28.591305555555554,IIb     ,P111 ,COMBINED,hst_16657_0t_wfc3_uvis_f275w_iep30t,ZTF18ABWKRBL,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.16087202302728068,1200.0,3,60194.13745989,60194.15292264,
SN2018ie,SN2018ie,163.50433333333334,-16.02266111111111,Ic-BL   ,P103 ,,hst_16287_bl_wfc3_uvis_f275w_iebjbl,SN2018IE-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,37.031777742290096,1650.0,3,59322.53721623,59322.56066528,
SN2018iuq,SN2018iuq,106.47262499999998,12.892961111111111,II      ,P104 ,SN SPECTRUM HERE,hst_16287_el_wfc3_uvis_f275w_iebjel,SN2018IUQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.002084618560513e-09,1650.0,3,59329.93982124,59329.9632703,
SN2018ivc,NGC1068,40.672041666666665,-0.008808333333333333,II      ,arx  ,COMBINED 20 POINTINGS,hst_17502_01_wfc3_uvis_f275w_ifab01,NGC1068,17502,"Thilker, David",WFC3/UVIS,F275W,18.335223509272375,2075.0,3,60569.73526292,60569.87277456,
SN2018jfz,SN2018jfz,50.078066666666665,-0.296325,II      ,P104 ,,hst_16287_dx_wfc3_uvis_f275w_iebjdx,SN2018JFZ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1996643105677968e-08,1650.0,3,59181.98496957,59182.00841862,
SN2018pq,SN2018pq,193.88037916666664,-50.05471111111111,II      ,P103 ,,hst_16287_bu_wfc3_uvis_f275w_iebjbu,ASASSN-18CB-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,33.41823222574881,1650.0,3,59811.29359288,59811.31704193,
SN2019bao,SN2019bao,157.32716666666664,6.122819444444444,IIb     ,P111 ,,hst_16657_0u_wfc3_uvis_f275w_iep30u,ZTF19AAKNATE,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.3480818997014731,1200.0,3,59761.48650724,59761.50197036,
SN2019krl,NGC0628,24.206879166666667,15.779502777777779,IIn     ,arx  ,PHANGS,hst_skycell-p1684x15y02_wfc3_uvis_f275w_all,SN2013EJ,,,WFC3/UVIS,F275W,78.26758316068222,13127.0,3,56580.65104848,60313.48056478,
SN2019mkr,SN2001cp,257.77408333333335,5.852049999999999,II      ,P97  ,,hst_16287_33_wfc3_uvis_f275w_iebj33,SN2001CP-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,2.034116298278129,1500.0,3,59140.38503755,59140.40561623,
SN2019obh,MRK0618,69.09268333333333,-10.372233333333334,IIb     ,arx  ,COMBINED 8 POINTINGS,hst_16657_41_wfc3_uvis_f275w_iep341,ZTF19ABQYKEI,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.014754882589901154,1200.0,3,59858.50059691,59858.51605967,
SN2019odp,SN2019odp,346.82954166666667,13.85595,Ib      ,P115 ,,hst_16657_0r_wfc3_uvis_f275w_iep30r,ZTF19ABQWTFU,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.010000008004962837,1200.0,3,59819.33105807,59819.34652082,
SN2019ply,SN2019ply,44.945791666666665,15.296861111111111,IIb     ,P115 ,,hst_16657_92_wfc3_uvis_f275w_iep392,ZTF19ABXJRGE,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.16040608932795553,1200.0,3,60196.11603618,60196.13149894,
SN2019sox,SN2019sox,322.85299999999995,2.4941805555555554,II      ,P113 ,,hst_16657_0v_wfc3_uvis_f275w_iep30v,ZTF19ACFEJBJ,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.042406231285977716,1200.0,3,59689.15861197,59689.17407509,
SN2019tua,ASASSN-14dq,329.5011666666666,24.26586111111111,II      ,P103 ,,iebjcz010,ASASSN-14DQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,7.187349032159393,1650.0,3,59135.76626423611,59135.77262994213,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2019vsi,SN2019vsi,206.47904166666663,23.06189722222222,Ib      ,P111 ,,hst_16657_2a_wfc3_uvis_f275w_iep32a,ZTF19ACXPUQL,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.3920882619147333,1200.0,3,59661.13373848,59661.14920123,
SN2019yz,SN2019yz,235.48874999999998,0.7109555555555556,Ic      ,P111 ,COMBINED,hst_16657_1e_wfc3_uvis_f275w_iep31e,ZTF19AADTTHT,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.04924112341187779,1200.0,3,59693.89406345,59693.90952621,
SN2020acct,NGC2981,146.23356249999998,31.09603611111111,IIn     ,arx  ,*************,hst_16657_1m_wfc3_uvis_f275w_iep31m,ZTF20ACWOBKU,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.0756607053937806,1200.0,3,59547.10405878,59547.11952153,
SN2020htt,SN2020htt,157.90993333333333,-17.852244444444445,Ib      ,P115 ,,hst_16657_1i_wfc3_uvis_f275w_iep31i,ZTF20AAVGMLI,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.3967620085276216,1200.0,3,59545.78122322,59545.79668598,
SN2020hvp,SN2004dk,245.439125,-2.28925,Ib      ,P97  ,,hst_16287_32_wfc3_uvis_f275w_iebj32,SN2004DK-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,62.926894099830946,1500.0,3,59364.91658136,59364.93716005,
SN2020jfo,NGC4303,185.4603333333333,4.481680555555556,II      ,arx  ,PHANGS,hst_skycell-p1458x13y04_wfc3_uvis_f275w_all,SN2014DT,,,WFC3/UVIS,F275W,111.82672711420737,3048.0,3,57812.13591229,58937.87605003,
SN2020nvb,NGC4457,187.24491666666665,3.572780555555555,Ia      ,arx  ,THERE ARE LOTS OF CUBES UNPUBLISHED -- TO DO --,ifab22060,NGC4457,17502,"Thilker, David",WFC3/UVIS,F275W,8.589799545804294,2805.0,3,60407.69045292824,60407.83055717593,"Resolving gas, star formation and feedback in nearby galaxies with an HST+JWST+ALMA Treasury"
SN2020nxt,SN2020nxt,339.4009791666666,35.00213333333333,Ibn     ,P111 ,,hst_16657_91_wfc3_uvis_f275w_iep391,SN2020NXT,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.009999983988400752,1200.0,3,59837.71696152,59837.73242465,
SN2020qbu,SN2020qbu,23.472499999999997,-13.080361111111111,Ic      ,P113 ,,hst_16657_98_wfc3_uvis_f275w_iep398,ZTF20ABODALH,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.0656933008049703,1200.0,3,59542.18519285,59542.20065598,
SN2020zgl,SN2020zgl,352.00479166666656,-2.1649,Ib-pec  ,P113 ,,hst_16657_1d_wfc3_uvis_f275w_iep31d,ZTF20ACPJQXP,16657,"Fremling, Christoffer",WFC3/UVIS,F275W,0.06018388061063299,1200.0,3,59833.55240152,59833.56786428,
SN2021abkm,SN2018evy,275.65679166666666,15.70491111111111,II      ,P103 ,,iebjcp010,SN2018EVY-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,26.616692237185518,1650.0,3,59300.12394070602,59300.14738973379,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2021aefx,NGC1566,64.9725,-54.94808055555555,Ia      ,arx  ,PHANGS      ,hst_13364_17_wfc3_uvis_f275w_icdm17,NGC1566,13364,"Calzetti, Daniela",WFC3/UVIS,F275W,72.92158669990098,2382.0,3,56538.66866316,56538.69936925,
SN2021afuq,NGC3256,156.96729166666663,-43.90199166666667,Ic      ,arx  ,,hst_15649_11_wfc3_uvis_f275w_idy411,NGC-3256,15649,"Chandar, Rupali",WFC3/UVIS,F275W,12.354043281179438,2480.0,3,58657.14284579,58657.1762367,
SN2021agdm,SN2015bj,139.9563333333333,-68.90913055555556,II      ,P103 ,,iebjbi010,PSNJ0919528-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,22.080769648185665,1650.0,3,59483.9648084838,59483.97971605324,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2021fpn,JO204,153.4485,-0.9153,IIn     ,arx  ,,hst_16223_05_wfc3_uvis_f275w_iedv05,JO204,16223,"Gullieuszik, Marco",WFC3/UVIS,F275W,36.70631256182679,5208.0,3,59163.79741089,59163.89536216,
SN2021htf,JO204,153.444,-0.9086027777777778,II      ,arx  ,MUSE-DEEP,hst_16223_05_wfc3_uvis_f275w_iedv05,JO204,16223,"Gullieuszik, Marco",WFC3/UVIS,F275W,47.74270484670331,5208.0,3,59163.79741089,59163.89536216,
SN2021zgm,SN2016hbb,278.9514458333333,22.462574999999998,II      ,P100 ,,hst_16287_58_wfc3_uvis_f275w_iebj58,SN2016HBB-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,34.80306839591863,1650.0,3,59303.16857031,59303.19201936,
SN2022aau,NGC1672,71.423975,-59.245383333333336,II      ,arx  ,PHANGS same galaxy as SN2017gax,hst_skycell-p0200x12y06_wfc3_uvis_f275w_all,SN-2017GAX,,,WFC3/UVIS,F275W,58.88416480506473,13962.557982999999,3,60101.02778019,60101.33778035,
SN2022acko,NGC1300,49.912458333333326,-19.39518888888889,II      ,arx  ,PHANGS,hst_skycell-p0892x12y05_wfc3_uvis_f275w_all,SN2022ACKO,,,WFC3/UVIS,F275W,0.05000000800151091,5748.0,3,58848.3951796,60549.74619953,
SN2022jo,IC4040,195.15691666666663,28.05713888888889,II      ,arx  ,,id2201020,IC-4040,14361,"Sun, Ming",WFC3/UVIS,F275W,46.9818161350331,2583.0,3,57517.77747519676,57517.85382943287,Tales of tails: the Coma episodes
SN2022ywf,SN2016hgm,20.550816666666666,0.9565777777777777,Ia      ,P103 ,,hst_16287_at_wfc3_uvis_f275w_iebjat,SNHUNT327-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,52.09519804993499,1500.0,3,59127.03398422,59127.0545629,
SN2023xry,SN2017gry,52.030249999999995,-56.57656388888889,Ia      ,P103 ,,hst_16287_ay_wfc3_uvis_f275w_iebjay,GAIA17CHN-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,2.149979282293607,1650.0,3,59342.70583976,59342.72928881,
SN2024aecx,NGC3521,166.45643333333334,-0.03485,Ic      ,arx  ,,hst_17502_18_wfc3_uvis_f275w_ifab18,NGC3521-S,17502,"Thilker, David",WFC3/UVIS,F275W,59.52790272514345,2075.0,3,60675.86527737,60676.00517309,
SN2024jlf,SN2017aym,219.42626666666666,2.2843638888888886,II      ,P101 ,,iebjev010,SN2017AYM-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,29.007859005361276,1800.0,3,59641.025994675925,59641.051654131945,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2025absv,SN2014cd,65.94689166666667,-51.60253055555556,IIP     ,P95  ,,hst_15166_57_wfc3_uvis_f275w_idi157,PSNJ0423-5136,15166,"Filippenko, Alex V.",WFC3/UVIS,F275W,6.2385615007239625,780.0,3,58623.15943052,58623.17659476,
SN2025oas,SN2016cyx,35.353312499999994,16.568963888888888,II      ,P103 ,,hst_16287_ax_wfc3_uvis_f275w_iebjax,ASASSN-16GY-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,22.388996865419827,1500.0,3,59191.64594179,59191.66652047,
SN2025qgd,NGC3256,156.96277499999997,-43.90582222222222,II      ,arx  ,,hst_15649_11_wfc3_uvis_f275w_idy411,NGC-3256,15649,"Chandar, Rupali",WFC3/UVIS,F275W,6.485913805083582,2480.0,3,58657.14284579,58657.1762367,
SNHunt151,SN2017fvr,71.875,23.98222222222222,IIn     ,P101 ,,iebj74010,SN2017FVR-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,17.715153755604284,1650.0,3,59187.812376967595,59187.835826041664,A public UV snapshot survey of core-collapse supernova hosts in IF
iPTF13bvn,NGC5806,225.0006333333333,1.881436111111111,Ib      ,arx  ,,hst_17506_28_wfc3_uvis_f275w_if8c28,SN2004DG,17506,"Jacobson-Galan, Wynn Vicente",WFC3/UVIS,F275W,37.027733467501385,2328.0,3,60342.96168864,60342.99345954,
