obs_id,target_name,s_ra,s_dec,instrument_name,filters,proposal_id,proposal_pi,obs_title,t_min,t_max,t_exptime,calib_level,dataproduct_type,sep_arcsec,sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes
hst_skycell-p0230x10y01_wfc3_uvis_f275w_all,SN2017FWM-HOST,288.2205575,-60.38550277778,WFC3/UVIS,F275W,,,,59360.94926655,59360.9727156,1650.0,3,image,11.883624319575862,SN2017fwm,SN2017fwm,288.21649999999994,-60.38288055555556,Ic      ,P101 ,
hst_skycell-p0230x11y01_wfc3_uvis_f275w_all,SN2017FWM-HOST,288.2205575,-60.38550277778,WFC3/UVIS,F275W,,,,59360.94926655,59360.9727156,1650.0,3,image,11.883624319575862,SN2017fwm,SN2017fwm,288.21649999999994,-60.38288055555556,Ic      ,P101 ,
hst_skycell-p0200x12y06_wfc3_uvis_f275w_all,SN-2017GAX,71.45595833333,-59.24515555556,WFC3/UVIS,F275W,,,,60101.02778019,60101.33778035,13962.557982999999,3,image,1.711770884552634e-08,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
hst_17203_08_wfc3_uvis_f275w_iezr08,SN-2017GAX,71.45595833333,-59.24515555556,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",,60101.16671537,60101.33778035,8976.0,3,image,1.711770884552634e-08,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
iezr08010,SN-2017GAX,71.45592801648,-59.24529444379,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",Towards a Comprehensive Search for Surviving Companions to Stripped-Envelope Supernovae,60101.1667153588,60101.337780358794,8976.0,3,image,0.503102849197077,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
iezr07010,SN-2017GAX,71.45595833333,-59.24515555556,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",Towards a Comprehensive Search for Surviving Companions to Stripped-Envelope Supernovae,60101.02778017361,60101.13227109954,5987.0,3,image,1.711770884552634e-08,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
hst_17203_07_wfc3_uvis_f275w_iezr07,SN-2017GAX,71.45595833333,-59.24515555556,WFC3/UVIS,F275W,17203,"Fox, Ori Dosovitz",,60101.02778019,60101.13227109,4986.557983,3,image,1.711770884552634e-08,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
hst_15654_12_wfc3_uvis_f275w_idxr12,NGC-1672,71.43523875,-59.24351944444,WFC3/UVIS,F275W,15654,"Lee, Janice",,58658.07121357,58658.21316966,2877.0,3,image,38.59601538080987,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
hst_15654_13_wfc3_uvis_f275w_idxr13,NGC-1672,71.43523875,-59.24351944444,WFC3/UVIS,F275W,15654,"Lee, Janice",,58659.9900332,58660.13068114,2877.0,3,image,38.59601538080987,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
idxr12040,NGC-1672,71.47108052258,-59.23407570531,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58658.07121357639,58658.213169675924,2877.0,3,image,48.6441576764075,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
idxr13040,NGC-1672,71.39937712785,-59.25295332489,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58659.99003318287,58660.13068113426,2877.0,3,image,107.86624475517674,SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx
hst_16287_ae_wfc3_uvis_f275w_iebjae,SN2017GFH-HOST,300.86642625,6.989422222222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59848.55441523,59848.57786428,1650.0,3,image,9.64720019421405,SN2017gfh,SN2017gfh,300.8641666666666,6.990888888888889,IIb     ,P101 ,
hst_skycell-p1486x04y15_wfc3_uvis_f275w_all,SN2017GFH-HOST,300.86642625,6.989422222222,WFC3/UVIS,F275W,,,,59848.55441523,59848.57786428,1650.0,3,image,9.64720019421405,SN2017gfh,SN2017gfh,300.8641666666666,6.990888888888889,IIb     ,P101 ,
hst_skycell-p1486x05y15_wfc3_uvis_f275w_all,SN2017GFH-HOST,300.86642625,6.989422222222,WFC3/UVIS,F275W,,,,59848.55441523,59848.57786428,1650.0,3,image,9.64720019421405,SN2017gfh,SN2017gfh,300.8641666666666,6.990888888888889,IIb     ,P101 ,
iebjae010,SN2017GFH-HOST,300.8703120429,6.98961998754,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59848.55441524305,59848.57786427083,1650.0,3,image,22.42901469506976,SN2017gfh,SN2017gfh,300.8641666666666,6.990888888888889,IIb     ,P101 ,
hst_16287_67_wfc3_uvis_f275w_iebj67,SN2017GGW-HOST,37.6164975,-43.02103611111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59340.18302754,59340.20360622,1500.0,3,image,25.539239361707303,SN2017ggw,SN2017ggw,37.611999999999995,-43.01475,II      ,P101 ,
hst_skycell-p0426x09y07_wfc3_uvis_f275w_all,SN2017GGW-HOST,37.6164975,-43.02103611111,WFC3/UVIS,F275W,,,,59340.18302754,59340.20360622,1500.0,3,image,25.539239361707303,SN2017ggw,SN2017ggw,37.611999999999995,-43.01475,II      ,P101 ,
iebj67010,SN2017GGW-HOST,37.61012613643,-43.02452223307,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59340.1830275463,59340.20360621528,1500.0,3,image,35.52408262165837,SN2017ggw,SN2017ggw,37.611999999999995,-43.01475,II      ,P101 ,
hst_16287_ai_wfc3_uvis_f275w_iebjai,SN2017GIP-HOST,346.2525416667,28.76186944444,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59136.75958607,59136.78303512,1650.0,3,image,1.0650973673792755e-07,SN2017gip,SN2017gip,346.2525416666666,28.761869444444443,II      ,P101 ,
hst_skycell-p2006x11y06_wfc3_uvis_f275w_all,SN2017GIP-HOST,346.2525416667,28.76186944444,WFC3/UVIS,F275W,,,,59136.75958607,59136.78303512,1650.0,3,image,1.0650973673792755e-07,SN2017gip,SN2017gip,346.2525416666666,28.761869444444443,II      ,P101 ,
iebjai010,SN2017GIP-HOST,346.2565830997,28.76055460363,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59136.7681275463,59136.78303510417,1650.0,3,image,13.6042884182628,SN2017gip,SN2017gip,346.2525416666666,28.761869444444443,II      ,P101 ,
hst_16287_an_wfc3_uvis_f275w_iebjan,SN2017GIQ-HOST,359.47805375,28.50244722222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59130.93714385,59130.9588566,1500.0,3,image,3.5202075786473785,SN2017giq,SN2017giq,359.4780416666666,28.503425,Ic      ,P101 ,
hst_skycell-p1930x13y05_wfc3_uvis_f275w_all,SN2017GIQ-HOST,359.47805375,28.50244722222,WFC3/UVIS,F275W,,,,59130.93714385,59130.9588566,1500.0,3,image,3.5202075786473785,SN2017giq,SN2017giq,359.4780416666666,28.503425,Ic      ,P101 ,
iebjan010,SN2017GIQ-HOST,359.4808116248,28.49960115946,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59130.93714386574,59130.95885659722,1500.0,3,image,16.31850171667277,SN2017giq,SN2017giq,359.4780416666666,28.503425,Ic      ,P101 ,
iebjay010,GAIA17CHN-HOST,52.03267276045,-56.58024973457,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59342.705839780094,59342.729288807874,1650.0,3,image,6.956841175041485,SN2017gry,SN2017gry,52.03308333333332,-56.57833055555556,II      ,P103 ,
hst_16287_ay_wfc3_uvis_f275w_iebjay,GAIA17CHN-HOST,52.03133083333,-56.57661111111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59342.70583976,59342.72928881,1650.0,3,image,7.09873923943454,SN2017gry,SN2017gry,52.03308333333332,-56.57833055555556,II      ,P103 ,
hst_skycell-p0197x07y17_wfc3_uvis_f275w_all,GAIA17CHN-HOST,52.03133083333,-56.57661111111,WFC3/UVIS,F275W,,,,59342.70583976,59342.72928881,1650.0,3,image,7.09873923943454,SN2017gry,SN2017gry,52.03308333333332,-56.57833055555556,II      ,P103 ,
hst_16287_ao_wfc3_uvis_f275w_iebjao,ATLAS17LSN-HOST,0.9599633333333,-11.47421666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59448.72584942,59448.74929847,1650.0,3,image,3.159578576713101,SN2017hcc,SN2017hcc,0.9607499999999998,-11.474636111111112,IIn     ,P103 ,
hst_skycell-p1054x07y05_wfc3_uvis_f275w_all,ATLAS17LSN-HOST,0.9599633333333,-11.47421666667,WFC3/UVIS,F275W,,,,59448.72584942,59448.74929847,1650.0,3,image,3.159578576713101,SN2017hcc,SN2017hcc,0.9607499999999998,-11.474636111111112,IIn     ,P103 ,
iebjao010,ATLAS17LSN-HOST,0.9562903778461,-11.4748884595,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59448.725849421295,59448.740756631945,1650.0,3,image,15.759951370589103,SN2017hcc,SN2017hcc,0.9607499999999998,-11.474636111111112,IIn     ,P103 ,
hst_16287_cy_wfc3_uvis_f275w_iebjcy,ASASSN-17OJ-HOST,326.0975816667,-29.90965555556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59196.53331438,59196.55676343,1650.0,3,image,25.382182274837206,SN2017hxv,SN2017hxv,326.09587916666663,-29.916549999999997,II      ,P103 ,
hst_skycell-p0707x18y11_wfc3_uvis_f275w_all,ASASSN-17OJ-HOST,326.0975816667,-29.90965555556,WFC3/UVIS,F275W,,,,59196.53331438,59196.55676343,1650.0,3,image,25.382182274837206,SN2017hxv,SN2017hxv,326.09587916666663,-29.916549999999997,II      ,P103 ,
iebjcy010,ASASSN-17OJ-HOST,326.1019948584,-29.90877290014,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59196.53331438657,59196.55676342593,1650.0,3,image,33.882843023622385,SN2017hxv,SN2017hxv,326.09587916666663,-29.916549999999997,II      ,P103 ,
hst_16287_ea_wfc3_uvis_f275w_iebjea,SN2017IPA-HOST,99.49229166667,-15.36683055556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59322.25772549,59322.28117454,1650.0,3,image,1.9735083254940368e-08,SN2017ipa,SN2017ipa,99.49229166666667,-15.366830555555556,II      ,P104 ,
hst_skycell-p0990x06y05_wfc3_uvis_f275w_all,SN2017IPA-HOST,99.49229166667,-15.36683055556,WFC3/UVIS,F275W,,,,59322.25772549,59322.28117454,1650.0,3,image,1.9735083254940368e-08,SN2017ipa,SN2017ipa,99.49229166666667,-15.366830555555556,II      ,P104 ,
iebjea010,SN2017IPA-HOST,99.49652163156,-15.36729781532,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59322.257725497686,59322.281174537035,1650.0,3,image,14.779483714490926,SN2017ipa,SN2017ipa,99.49229166666667,-15.366830555555556,II      ,P104 ,
hst_16287_cj_wfc3_uvis_f275w_iebjcj,SN2017IVU-HOST,234.1330554167,16.60793333333,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59364.71224136,59364.73281967,1500.0,3,image,14.013848589429672,SN2017ivu,SN2017ivu,234.13629166666664,16.60558055555556,II      ,P103 ,
hst_skycell-p1734x12y05_wfc3_uvis_f275w_all,SN2017IVU-HOST,234.1330554167,16.60793333333,WFC3/UVIS,F275W,,,,59364.71224136,59364.73281967,1500.0,3,image,14.013848589429672,SN2017ivu,SN2017ivu,234.13629166666664,16.60558055555556,II      ,P103 ,
iebjcj010,SN2017IVU-HOST,234.1330554167,16.60793333333,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59364.712241354166,59364.732819675926,1500.0,3,image,14.013848589429672,SN2017ivu,SN2017ivu,234.13629166666664,16.60558055555556,II      ,P103 ,
hst_16287_cu_wfc3_uvis_f275w_iebjcu,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59350.9591268,59350.98083993,1500.0,3,image,1.1997698256619396e-07,SN2017ivv_A,SN2017ivv_A,307.2074166666666,-4.382547222222222,IIb     ,P103 ,spectrum here. P104 2nd epoch
hst_skycell-p1219x12y18_wfc3_uvis_f275w_all,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,,,,59350.9591268,59350.98083993,1500.0,3,image,1.1997698256619396e-07,SN2017ivv_A,SN2017ivv_A,307.2074166666666,-4.382547222222222,IIb     ,P103 ,spectrum here. P104 2nd epoch
hst_skycell-p1309x14y01_wfc3_uvis_f275w_all,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,,,,59350.9591268,59350.98083993,1500.0,3,image,1.1997698256619396e-07,SN2017ivv_A,SN2017ivv_A,307.2074166666666,-4.382547222222222,IIb     ,P103 ,spectrum here. P104 2nd epoch
iebjcu010,ASASSN-17QP-HOST,307.2040342742,-4.384233993963,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59350.95912681713,59350.980839930555,1500.0,3,image,13.574886885335031,SN2017ivv_A,SN2017ivv_A,307.2074166666666,-4.382547222222222,IIb     ,P103 ,spectrum here. P104 2nd epoch
hst_16287_cu_wfc3_uvis_f275w_iebjcu,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59350.9591268,59350.98083993,1500.0,3,image,0.22000000079775658,SN2017ivv_B,SN2017ivv_B,307.2074166666666,-4.382608333333333,-       ,P104 ,spectrum here. P103 1st epoch
hst_skycell-p1219x12y18_wfc3_uvis_f275w_all,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,,,,59350.9591268,59350.98083993,1500.0,3,image,0.22000000079775658,SN2017ivv_B,SN2017ivv_B,307.2074166666666,-4.382608333333333,-       ,P104 ,spectrum here. P103 1st epoch
hst_skycell-p1309x14y01_wfc3_uvis_f275w_all,ASASSN-17QP-HOST,307.2074166667,-4.382547222222,WFC3/UVIS,F275W,,,,59350.9591268,59350.98083993,1500.0,3,image,0.22000000079775658,SN2017ivv_B,SN2017ivv_B,307.2074166666666,-4.382608333333333,-       ,P104 ,spectrum here. P103 1st epoch
iebjcu010,ASASSN-17QP-HOST,307.2040342742,-4.384233993963,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59350.95912681713,59350.980839930555,1500.0,3,image,13.477911390918534,SN2017ivv_B,SN2017ivv_B,307.2074166666666,-4.382608333333333,-       ,P104 ,spectrum here. P103 1st epoch
hst_16287_aq_wfc3_uvis_f275w_iebjaq,SN2017JBJ-HOST,12.02863625,-2.784541666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59490.75935702,59490.77819978,1350.0,3,image,28.275532929897246,SN2017jbj,SN2017jbj,12.022583333333332,-2.7895555555555553,II      ,P103 ,
hst_skycell-p1235x11y08_wfc3_uvis_f275w_all,SN2017JBJ-HOST,12.02863625,-2.784541666667,WFC3/UVIS,F275W,,,,59490.75935702,59490.77819978,1350.0,3,image,28.275532929897246,SN2017jbj,SN2017jbj,12.022583333333332,-2.7895555555555553,II      ,P103 ,
iebjaq010,SN2017JBJ-HOST,12.02863625,-2.784541666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59490.75935702546,59490.778199768516,1350.0,3,image,28.275532929897246,SN2017jbj,SN2017jbj,12.022583333333332,-2.7895555555555553,II      ,P103 ,
hst_16287_79_wfc3_uvis_f275w_iebj79,SN2017MW-HOST,149.3378370833,-41.59036666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59427.83256155,59427.85601023,1650.0,3,image,4.514812569122382,SN2017mw,SN2017mw,149.33737499999998,-41.58916111111111,IIb     ,P101 ,
hst_skycell-p0447x07y13_wfc3_uvis_f275w_all,SN2017MW-HOST,149.3378370833,-41.59036666667,WFC3/UVIS,F275W,,,,59427.83256155,59427.85601023,1650.0,3,image,4.514812569122382,SN2017mw,SN2017mw,149.33737499999998,-41.58916111111111,IIb     ,P101 ,
hst_skycell-p0447x08y13_wfc3_uvis_f275w_all,SN2017MW-HOST,149.3378370833,-41.59036666667,WFC3/UVIS,F275W,,,,59427.83256155,59427.85601023,1650.0,3,image,4.514812569122382,SN2017mw,SN2017mw,149.33737499999998,-41.58916111111111,IIb     ,P101 ,
iebj79010,SN2017MW-HOST,149.3400725971,-41.59399714007,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59427.832561539355,59427.856010219904,1650.0,3,image,18.863988917893888,SN2017mw,SN2017mw,149.33737499999998,-41.58916111111111,IIb     ,P101 ,
hst_16287_az_wfc3_uvis_f275w_iebjaz,ASASSN-18EO-HOST,59.50641666667,-65.50676111111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59337.24832828,59337.28953178,1500.0,3,image,6.401707424308849e-09,SN2018aad,SN2018aad,59.50641666666667,-65.50676111111112,II-pec  ,P103 ,
hst_skycell-p0112x04y13_wfc3_uvis_f275w_all,ASASSN-18EO-HOST,59.50641666667,-65.50676111111,WFC3/UVIS,F275W,,,,59337.24832828,59337.28953178,1500.0,3,image,6.401707424308849e-09,SN2018aad,SN2018aad,59.50641666666667,-65.50676111111112,II-pec  ,P103 ,
iebjaz010,ASASSN-18EO-HOST,59.50970648014,-65.51002838154,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59337.24832827546,59337.289531793984,1500.0,3,image,12.745766374088085,SN2018aad,SN2018aad,59.50641666666667,-65.50676111111112,II-pec  ,P103 ,
hst_16287_bh_wfc3_uvis_f275w_iebjbh,SN2018ANT-HOST,129.1240133333,-11.83121111111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59158.10920496,59158.12978327,1500.0,3,image,27.30030682990429,SN2018ant,SN2018ant,129.13104166666665,-11.828019444444445,II      ,P103 ,
hst_skycell-p0998x18y20_wfc3_uvis_f275w_all,SN2018ANT-HOST,129.1240133333,-11.83121111111,WFC3/UVIS,F275W,,,,59158.10920496,59158.12978327,1500.0,3,image,27.30030682990429,SN2018ant,SN2018ant,129.13104166666665,-11.828019444444445,II      ,P103 ,
hst_skycell-p1086x12y03_wfc3_uvis_f275w_all,SN2018ANT-HOST,129.1240133333,-11.83121111111,WFC3/UVIS,F275W,,,,59158.10920496,59158.12978327,1500.0,3,image,27.30030682990429,SN2018ant,SN2018ant,129.13104166666665,-11.828019444444445,II      ,P103 ,
iebjbh010,SN2018ANT-HOST,129.1197416404,-11.82390791158,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59158.10920497685,59158.12978329861,1500.0,3,image,42.478819334219175,SN2018ant,SN2018ant,129.13104166666665,-11.828019444444445,II      ,P103 ,
hst_16287_fc_wfc3_uvis_f275w_iebjfc,SN2018ANU-HOST,264.0648,18.97725277778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59743.84949353,59743.87294258,1650.0,3,image,25.13406949232868,SN2018anu_A,SN2018anu_A,264.05979583333334,18.982386111111108,-       ,P104 ,SN SPECTRUM HERE
hst_skycell-p1741x10y15_wfc3_uvis_f275w_all,SN2018ANU-HOST,264.0648,18.97725277778,WFC3/UVIS,F275W,,,,59743.84949353,59743.87294258,1650.0,3,image,25.13406949232868,SN2018anu_A,SN2018anu_A,264.05979583333334,18.982386111111108,-       ,P104 ,SN SPECTRUM HERE
iebjfc010,SN2018ANU-HOST,264.0648532138,18.97339698175,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59743.85803538194,59743.87294259259,1650.0,3,image,36.655811338470635,SN2018anu_A,SN2018anu_A,264.05979583333334,18.982386111111108,-       ,P104 ,SN SPECTRUM HERE
hst_16287_fc_wfc3_uvis_f275w_iebjfc,SN2018ANU-HOST,264.0648,18.97725277778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59743.84949353,59743.87294258,1650.0,3,image,25.13406949232868,SN2018anu_B,SN2018anu_B,264.05979583333334,18.982386111111108,II      ,P112 ,2nd epoch. spectrum in P104
hst_skycell-p1741x10y15_wfc3_uvis_f275w_all,SN2018ANU-HOST,264.0648,18.97725277778,WFC3/UVIS,F275W,,,,59743.84949353,59743.87294258,1650.0,3,image,25.13406949232868,SN2018anu_B,SN2018anu_B,264.05979583333334,18.982386111111108,II      ,P112 ,2nd epoch. spectrum in P104
iebjfc010,SN2018ANU-HOST,264.0648532138,18.97339698175,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59743.85803538194,59743.87294259259,1650.0,3,image,36.655811338470635,SN2018anu_B,SN2018anu_B,264.05979583333334,18.982386111111108,II      ,P112 ,2nd epoch. spectrum in P104
hst_16287_di_wfc3_uvis_f275w_iebjdi,SN2015BF-HOST,351.20594625,15.27600277778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59346.20538865,59346.22883733,1650.0,3,image,19.26676719066295,SN2018cjk,SN2015bf,351.2042916666666,15.281111111111112,-       ,P103 ,
hst_skycell-p1676x13y16_wfc3_uvis_f275w_all,SN2015BF-HOST,351.20594625,15.27600277778,WFC3/UVIS,F275W,,,,59346.20538865,59346.22883733,1650.0,3,image,19.26676719066295,SN2018cjk,SN2015bf,351.2042916666666,15.281111111111112,-       ,P103 ,
hst_skycell-p1676x14y16_wfc3_uvis_f275w_all,SN2015BF-HOST,351.20594625,15.27600277778,WFC3/UVIS,F275W,,,,59346.20538865,59346.22883733,1650.0,3,image,19.26676719066295,SN2018cjk,SN2015bf,351.2042916666666,15.281111111111112,-       ,P103 ,
iebjdi010,SN2015BF-HOST,351.2023543299,15.27479628848,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59346.20538865741,59346.22883734954,1650.0,3,image,23.708031338231734,SN2018cjk,SN2015bf,351.2042916666666,15.281111111111112,-       ,P103 ,
hst_skycell-p1821x12y12_wfc3_uvis_f275w_all,AT2018COW,244.0009166667,22.26800833333,WFC3/UVIS,F275W,,,,58336.36971127,58346.45180692,840.0,3,image,0.08000001200557406,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
hst_15600_01_wfc3_uvis_f275w_idu301,AT2018COW,244.0009166667,22.26800833333,WFC3/UVIS,F275W,15600,"Foley, Ryan",,58336.36971127,58336.38862328,280.0,3,image,0.08000001200557406,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
hst_15600_02_wfc3_uvis_f275w_idu302,AT2018COW,244.0009166667,22.26800833333,WFC3/UVIS,F275W,15600,"Foley, Ryan",,58342.06355454,58342.08246655,280.0,3,image,0.08000001200557406,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
hst_15600_03_wfc3_uvis_f275w_idu303,AT2018COW,244.0009166667,22.26800833333,WFC3/UVIS,F275W,15600,"Foley, Ryan",,58346.43289491,58346.45180692,280.0,3,image,0.08000001200557406,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
idu301020,AT2018COW,244.0009166667,22.26800833333,WFC3/UVIS,F275W,15600,"Foley, Ryan",Seeing The Cow in Ultraviolet Light,58336.36971126158,58336.38862326389,280.0,3,image,0.08000001200557406,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
idu302020,AT2018COW,244.0007143559,22.26806772947,WFC3/UVIS,F275W,15600,"Foley, Ryan",Seeing The Cow in Ultraviolet Light,58342.06355454861,58342.0651746875,280.0,3,image,0.6871590685364019,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
idu303020,AT2018COW,244.0005120449,22.26812712535,WFC3/UVIS,F275W,15600,"Foley, Ryan",Seeing The Cow in Ultraviolet Light,58346.432894907404,58346.451806909725,280.0,3,image,1.3921118393824756,SN2018cow,SN2018cow,244.00091666666663,22.268030555555555,FBOT    ,P103 ,
hst_16287_ce_wfc3_uvis_f275w_iebjce,SN2018DFG-HOST,211.6457575,-5.453841666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59261.90991415,59261.93557357,1800.0,3,image,12.738846042724042,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
hst_skycell-p1195x05y13_wfc3_uvis_f275w_all,SN2018DFG-HOST,211.6457575,-5.453841666667,WFC3/UVIS,F275W,,,,59261.90991415,59261.93557357,1800.0,3,image,12.738846042724042,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
hst_skycell-p1195x06y13_wfc3_uvis_f275w_all,SN2018DFG-HOST,211.6457575,-5.453841666667,WFC3/UVIS,F275W,,,,59261.90991415,59261.93557357,1800.0,3,image,12.738846042724042,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
iebjce010,SN2018DFG-HOST,211.6488606176,-5.458574049448,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59261.90991415509,59261.93557357639,1800.0,3,image,32.8337308553423,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
iegj2qhyq,DARK,211.6481520189,-5.455323967754,WFC3/UVIS,F275W,16394,"Kuhn, Benjamin",WFC3 UVIS CCD Daily Monitor Part 1,59261.94844417824,59261.95886061343,900.0,2,image,21.52025036867325,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
iegj2qhwq,DARK,211.6481520189,-5.455323967754,WFC3/UVIS,F275W,16394,"Kuhn, Benjamin",WFC3 UVIS CCD Daily Monitor Part 1,59261.94515709491,59261.94516284722,0.5,2,image,21.52025036867325,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
iegj2qhxq,DARK,211.6481520189,-5.455323967754,WFC3/UVIS,F275W,16394,"Kuhn, Benjamin",WFC3 UVIS CCD Daily Monitor Part 1,59261.94682380787,59261.946829479166,0.5,2,image,21.52025036867325,SN2018dfg,SN2018dfg,211.6446208333333,-5.450488888888889,II      ,P103 ,JOINED WITH SN2005P from Lyman
hst_15649_11_wfc3_uvis_f275w_idy411,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,15649,"Chandar, Rupali",,58657.14284579,58657.1762367,2480.0,3,image,14.743040032675346,SN2018ec,NGC3256,156.96154166666665,-43.90175,Ic      ,arx  ,
