###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61110.325536 -21.477  6.043    -9   56 o  0   1.20 204.16683 -33.96702 10221.62  7414.92 1.99 1.91  86.4 -0.495 18.91 20.13 04a61110o0689o
61110.327950 -20.790  2.043   -18   36 o  0   1.74 204.16683 -33.96702   430.79  7463.57 2.43 2.03 -82.7 -0.387 18.77 19.89 04a61110o0694o
61110.330957 -19.043  0.471   -88   41 o  0   1.41 204.16683 -33.96702   450.65  7501.46 2.50 2.01 -80.4 -0.383 18.78 19.86 04a61110o0700o
61110.331412  20.136  1.372    32   44 o  0   3.59 204.16683 -33.96702 10202.71  7530.56 2.15 2.03 -15.6 -0.475 18.87 20.03 04a61110o0701o
61110.336136 -20.804  1.979   -17   34 o  0   1.61 204.16683 -33.96702   393.71  7425.19 2.42 2.00 -83.7 -0.385 18.89 20.04 04a61110o0711o
61110.371042 -18.748  0.297  -115   34 o  0   1.31 204.16683 -33.96702   379.22  7542.76 2.48 2.03 -80.1 -0.380 18.82 20.04 04a61110o0784o
61111.982425  21.332  2.836    11   30 o  0   3.14 204.16683 -33.96702  5750.74  8746.46 2.55 2.12 -53.6 -0.398 19.44 20.85 03a61112o0528o
61111.985311  20.025  0.759    36   27 o  0   3.28 204.16683 -33.96702  5734.76  8705.26 2.55 2.08 -47.3 -0.399 19.44 20.83 03a61112o0534o
61111.988074  19.668  0.659    49   32 o  0   2.62 204.16683 -33.96702  5792.53  8786.50 2.52 2.05 -50.9 -0.404 19.48 20.81 03a61112o0540o
61112.020663 -20.061  0.852   -34   29 o  0   5.41 204.16683 -33.96702  5824.68  8670.26 2.38 1.99 -53.4 -0.416 19.44 20.59 03a61112o0609o
