###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61100.184346  18.869  0.533   103   55 o  0   1.46 144.15083 -63.94839  1861.21  6990.10 2.44 2.03 -67.5 -0.429 18.47 19.47 04a61100o0388o
61100.187155 -19.627  1.067   -51   55 o  0   1.01 144.15083 -63.94839  1804.21  6914.75 2.39 1.98 -79.6 -0.405 18.51 19.48 04a61100o0394o
61100.196862 -19.993  1.086   -36   40 o  0   1.19 144.15083 -63.94839  1784.75  7032.37 2.43 1.99 -76.9 -0.401 18.49 19.47 04a61100o0415o
61102.161212  18.037  0.423   221   94 o  0   1.27 144.15083 -63.94839  9576.17  1029.28 2.75 2.28 -21.2 -0.416 18.14 18.83 04a61102o0341o
61102.163953 -20.450  3.185   -24   76 o  0   1.72 144.15083 -63.94839  9596.77  1070.58 2.70 2.32 -20.4 -0.414 18.15 18.81 04a61102o0347o
61102.170429  20.902  4.873    16   77 o  0   2.27 144.15083 -63.94839  9537.24   988.80 2.77 2.31 -20.7 -0.411 18.09 18.81 04a61102o0361o
61102.184023  18.375  0.533   162   86 o  0   2.05 144.15083 -63.94839  9514.95  1104.88 2.64 2.32 -17.6 -0.418 18.16 18.80 04a61102o0390o
61103.173822  19.880  1.725    41   70 o  0   2.49 144.15083 -63.94839  9580.01  1031.54 2.34 2.24 -43.5 -0.458 18.30 19.03 04a61103o0370o
61103.176616 -20.470  3.639   -24   86 o  0   1.80 144.15083 -63.94839  9601.91  1072.67 2.47 2.30 -32.0 -0.442 18.30 19.02 04a61103o0376o
61103.181733  19.615  1.519    52   79 o  0   2.93 144.15083 -63.94839  9537.68   988.25 2.33 2.15 -84.4 -0.491 18.30 19.01 04a61103o0387o
61103.192742  18.214  0.436   188   82 o  0   1.37 144.15083 -63.94839  9517.68  1105.20 2.46 2.31 -30.3 -0.433 18.31 18.99 04a61103o0411o
61103.913959 -20.183  1.462   -31   45 o  0   1.44 144.15083 -63.94839  5112.38  7184.18 2.26 2.01 -52.6 -0.430 18.72 19.27 03a61104o0363o
61103.918244 -19.785  1.086   -44   48 o  0   1.05 144.15083 -63.94839  5129.45  7222.89 2.22 2.03 -55.2 -0.445 18.72 19.26 03a61104o0371o
61103.923238 -22.466 10.393    -4   39 o  0   0.93 144.15083 -63.94839  5076.81  7143.95 2.26 2.05 -54.3 -0.434 18.72 19.27 03a61104o0382o
61103.937465 -20.273  1.190   -28   34 o  0   2.32 144.15083 -63.94839  5057.21  7259.69 2.28 2.03 -60.4 -0.433 18.74 19.25 03a61104o0412o
61105.175541 -20.222  1.593   -30   47 o  0   1.43 144.15083 -63.94839  5225.74  7144.84 2.39 1.99 -67.1 -0.443 18.40 19.23 04a61105o0175o
61105.178329 -18.631  0.411  -128   53 o  0   2.52 144.15083 -63.94839  5244.06  7183.59 2.47 2.07 -62.0 -0.456 18.32 19.23 04a61105o0181o
61105.188151 -20.814  3.915   -17   67 o  0   0.74 144.15083 -63.94839  5188.69  7106.59 2.38 2.00 -67.7 -0.455 18.37 19.21 04a61105o0202o
61105.225331 -19.318  0.850   -68   58 o  0   1.41 144.15083 -63.94839  5178.14  7227.40 2.38 1.93 -67.0 -0.450 18.36 19.16 04a61105o0278o
61106.170466 -19.842  1.541   -42   65 o  0   1.20 144.15083 -63.94839  3573.01   673.46 2.20 1.99  36.4 -0.452 18.49 19.44 04a61106o0369o
61106.173766  19.582  0.856    53   46 o  0   3.01 144.15083 -63.94839  3595.16   712.03 2.21 2.02  33.1 -0.453 18.46 19.44 04a61106o0376o
61106.179334  23.109 26.545     2   55 o  0   2.82 144.15083 -63.94839  3531.31   633.07 2.18 2.01  27.9 -0.453 18.50 19.42 04a61106o0388o
61106.189082 -19.490  0.854   -58   50 o  0   1.85 144.15083 -63.94839  3511.98   751.93 2.25 2.05  36.9 -0.448 18.46 19.45 04a61106o0409o
61106.908793 -21.596  3.695    -8   31 o  0   1.02 144.15083 -63.94839  3652.20   677.40 2.40 2.25 -53.4 -0.414 19.03 20.12 03a61107o0366o
61106.911546  20.435  1.178    24   29 o  0   2.92 144.15083 -63.94839  3672.23   716.47 2.55 2.42 -46.5 -0.411 18.98 20.11 03a61107o0372o
61106.916536  20.092  0.756    33   25 o  0   2.78 144.15083 -63.94839  3613.61   637.62 2.90 2.88 -65.8 -0.392 18.85 20.10 03a61107o0383o
61106.926165  19.579  0.674    54   36 o  0   1.45 144.15083 -63.94839  3592.04   755.23 2.55 2.38 -51.4 -0.410 18.98 20.08 03a61107o0404o
61109.181978  21.102  3.259    13   43 o  0   2.53 144.15083 -63.94839  3792.76  4646.72 2.35 2.10 -72.3 -0.488 18.70 20.04 04a61109o0388o
