sn_name,sample_name,source_file,status,fit_message,max_status,max_fit_message,ebv2_status,ebv2_fit_message,z,sample_redshift,sample_rasn,sample_decsn,sample_sntype,sample_redshift_source,max_Tmax,max_e_Tmax,max_sBV,max_e_sBV,max_st,max_e_st,ebv2_Tmax,ebv2_e_Tmax,ebv2_sBV,ebv2_e_sBV,ebv2_st,ebv2_e_st,ebv2_EBVhost,ebv2_e_EBVhost,B_Tmax,B_e_Tmax,g_Tmax,g_e_Tmax,r_Tmax,r_e_Tmax,B_Mmax,B_e_Mmax,g_Mmax,g_e_Mmax,r_Mmax,r_e_Mmax,B_Mcorr,B_kcor,g_Mcorr,g_kcor,r_Mcorr,r_kcor,EBVgal,max_rchisq,ebv2_rchisq,bands_available,max_bands_used,max_fit_attempts,ebv2_bands_used,ebv2_fit_attempts,k_version,stype,max_plot_file,ebv2_plot_file,max_fit_file,ebv2_fit_file,B_source,g_source,r_source
KISS13l,KISS13l,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/KISS13l_raw.txt,ok,,ok,,ok,,0.132009,0.13081,11:14:54.07,+29:35:06.00,Ia,corez_zobs,56354.46644525335,1.1160358109165167,,,1.1165544128468516,0.07062975145327419,56346.67149535213,2.825003693170397,,,1.418780977111117,0.10739057500148949,-0.2804800160023032,0.1302452365823815,56354.4609375,,,,56356.41015625,,19.661022186279297,0.0763668641448021,,,19.433523178100586,0.040911149233579636,19.545847138305444,0.11517504797385361,,,19.704969541414563,-0.2714463633139781,0.0,,,"Y,i,B,r,V","Y,i,B,r,V","Y,i,B,r,V","Y,i,B,r,V","Y,i,B,r,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/KISS13l_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/KISS13l_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/KISS13l_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/KISS13l_ebvmodel2.snpy,B,,r
KISS15n,KISS15n,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/KISS15n_raw.txt,ok,,ok,,ok,,0.023084,0.02346,13:00:32.33,+27:58:41.00,Ia-03fg,corez_zobs,57168.11713023854,0.501898075932549,,,1.2310977556309552,0.007616308782613269,57168.110347025344,0.05047214567351443,,,1.2192800740768583,0.008646379119511783,0.08470462102262966,0.00630752404171771,57168.296875,,57168.49609375,,57170.828125,,15.526594161987305,0.006389052141457796,15.447508811950684,0.005801265127956867,15.508338928222656,0.007871574722230434,15.538161149977974,-0.011566987990669785,15.478768871625805,-0.03126005967512157,15.580666018198027,-0.07232708997537066,0.0,,,"B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/KISS15n_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/KISS15n_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/KISS15n_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/KISS15n_ebvmodel2.snpy,B,g,r
LSQ11bk,LSQ11bk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ11bk_raw.txt,ok,,ok,,ok,,0.040272,0.040345,04:20:44.25,-08:35:55.75,Ia,corez_zobs,55911.99460039162,0.175141712835836,1.066044081724834,0.04088226079928208,1.069587652059168,0.01729251580919817,55912.09860814248,0.1944365936330186,1.0627113715984209,0.028651842207313444,1.064163380306029,0.018416402872965452,0.030627610284317385,0.005778958224731753,55911.9765625,,55912.2578125,,55913.71875,,17.20848846435547,0.00851802621036768,17.155031204223633,0.006868269760161638,17.22197723388672,0.007369250990450382,17.25468953996445,-0.04620107560897949,17.230089157678076,-0.07505795345444355,17.327887189835444,-0.10590995594872624,0.0,,,"B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ11bk_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ11bk_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ11bk_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ11bk_ebvmodel2.snpy,B,g,r
LSQ11ot,LSQ11ot,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ11ot_raw.txt,ok,,ok,,ok,,0.02732,0.027385,05:15:48.34,+06:46:39.36,Ia-91T,corez_zobs,55927.531124469766,0.04831385639455641,,,0.9875686239540193,0.004268904724875967,55928.003617853836,0.16457828970425997,,,0.9651109841242231,0.014787613951281251,0.6642220650924313,0.011335306068070114,55927.53515625,,55927.80078125,,55929.00390625,,18.535728454589844,0.004819771740585566,18.290050506591797,0.004269780591130257,17.80108070373535,0.004508534912019968,18.51279410211361,0.022934352476233568,18.28631226674465,0.003738239847149492,17.826706428995443,-0.025625725260092182,0.0,,,"B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2","B,g,i,H,r,u,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ11ot_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ11ot_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ11ot_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ11ot_ebvmodel2.snpy,B,g,r
LSQ12bld,LSQ12bld,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12bld_raw.txt,ok,,ok,,ok,,0.083362,0.083578,13:42:44.03,+08:05:33.74,Ia,corez_zobs,56025.16091577342,0.06647401753682491,,,0.893735913481552,0.009941672740794036,56025.118278534675,0.07236101019607408,,,0.8946819221999033,0.010733127858868097,0.15943809180786267,0.008685343321870109,56025.15234375,,56025.3984375,,56026.49609375,,19.156871795654297,0.013259298168122768,19.002403259277344,0.008535603061318398,18.911033630371094,0.008705618791282177,19.16249814953465,-0.00562635388035149,19.05084862108753,-0.04844536181018494,19.02901472342292,-0.11798109305182804,0.0,,,"B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12bld_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12bld_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12bld_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12bld_ebvmodel2.snpy,B,g,r
LSQ12btn,LSQ12btn,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12btn_raw.txt,ok,,ok,,ok,,0.054173,0.054152,09:21:30.50,-09:41:29.86,Ia,corez_zobs,56031.76182585697,0.20492327523811193,0.7965278977378834,0.02479440312055927,0.8310908991075694,0.010180191391545414,56031.76104834328,0.14405436453038645,0.7964283018849792,0.026171698343984785,0.8344348672332162,0.010452549653859588,0.1724573639454602,0.00820811438254609,56031.75390625,,56031.96875,,56033.1015625,,18.35348129272461,0.00789135042577982,18.190555572509766,0.007381726056337357,18.14365005493164,0.007860280573368073,18.367446772374613,-0.013965479650004643,18.24933989695463,-0.05878432444486334,18.233702241594937,-0.0900521866632964,0.0,,,"B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2","B,g,i,H,r,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12btn_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12btn_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12btn_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12btn_ebvmodel2.snpy,B,g,r
LSQ12ca,LSQ12ca,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12ca_raw.txt,ok,,ok,,ok,,0.0994,0.098679,05:31:03.62,-19:47:59.28,Ia-91T,corez_zobs,55949.66602744926,1.0463618911278425,,,1.2183450445760102,0.04494427478375695,55953.453774316906,0.436696054142739,,,0.9217380089620503,0.02079976135139819,0.0901971790075692,0.01301049394387609,55949.81640625,,55950.02734375,,55952.27734375,,19.07322883605957,0.07116807252168655,19.05638313293457,0.04482218995690346,19.090171813964844,0.04066821560263634,19.014853340937183,0.05837549512238898,19.073612122979032,-0.017228990044461923,19.322632349792027,-0.23246053582718473,0.0,,,"B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12ca_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12ca_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12ca_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12ca_ebvmodel2.snpy,B,g,r
LSQ12cda,LSQ12cda,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12cda_raw.txt,ok,,ok,,ok,,0.137495,0.137579,13:50:02.32,+09:37:47.10,Ia,corez_zobs,56044.44952332584,1.6204032797847245,,,0.7810405299862714,0.09897597849589454,56045.353059497815,0.6214108308049618,,,0.7883779608068501,0.042400522725258745,0.29790354500604327,0.045883262095268565,56044.46484375,,56044.640625,,56045.8515625,,20.519939422607422,0.10485906153917313,20.2608642578125,0.06434515118598938,20.00458526611328,0.08586988598108292,20.272207505542134,0.24773191706528702,20.205843027219696,0.05502123059280517,20.14274517536865,-0.1381599092553689,0.0,,,"B,g,i,r,V,Y","B,g,i,r,V,Y","B,g,i,r,V,Y","B,g,i,r,V,Y","B,g,i,r,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12cda_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12cda_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12cda_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12cda_ebvmodel2.snpy,B,g,r
LSQ12cfx,LSQ12cfx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12cfx_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.037941,0.037941,13:59:40.96,-25:22:50.98,Ia-91T,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"B,H,J,V,Y,g,i,r",,"B,H,J,V,Y,g,i,r | B,V,g,i,r",,"B,H,J,V,Y,g,i,r | B,V,g,i,r",H3,st,,,,,,,
LSQ12cid,LSQ12cid,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12cid_raw.txt,ok,,ok,,ok,,0.062722,0.062722,10:03:57.04,-06:14:37.76,Ia,corez_zobs,56054.71323022879,5.3231495838396,,,1.0595636043763472,0.9636529973275428,56052.35432555085,1.2348530779130806,,,0.5349968637827704,0.03131383758491546,-0.4029616795620151,0.1052401121620265,56054.6953125,,56054.98046875,,56056.3984375,,18.011640548706055,0.1722005307674408,17.841100692749023,0.14109264314174652,17.90312385559082,0.05026775225996971,18.00836679544077,0.0032737532652832454,17.90289053934944,-0.06178984660041593,18.01489536907629,-0.11177151348546992,0.0,,,"B,H,J,V,Y,g,i,r,u","B,V,g,i,r,u","B,H,J,V,Y,g,i,r,u | B,V,g,i,r,u","B,H,J,V,Y,g,i,r,u","B,H,J,V,Y,g,i,r,u",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12cid_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12cid_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12cid_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12cid_ebvmodel2.snpy,B,g,r
LSQ12fhs,LSQ12fhs,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fhs_raw.txt,failed,'filter ID H_wirc not found',import_failed,'filter ID H_wirc not found',import_failed,'filter ID H_wirc not found',,0.033021,22:52:23.45,-20:36:53.30,Ia-91bg,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,
LSQ12fmx,LSQ12fmx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fmx_raw.txt,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Axis limits cannot be NaN or Inf,failed,All weights for filter WHIRCH are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,Axis limits cannot be NaN or Inf,0.067314,0.067314,03:12:52.18,-00:12:12.80,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",,"WHIRCH,WHIRCJ",H3,st,,,,,,,
LSQ12fuk,LSQ12fuk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fuk_raw.txt,ok,,ok,,ok,,0.020586,0.02042,04:58:15.88,-16:17:58.03,Ia,corez_zobs,56233.38632814249,0.613882228218687,1.0622616742527435,0.06412863343927423,1.0073894848670792,0.007191315904031793,56233.886241568965,0.1693278227736511,1.0458017293296145,0.05015822365961144,0.9917717161825153,0.0074460170432169015,0.16820682092071035,0.005726922309334082,56233.3828125,,,,56234.90625,,15.947704315185547,0.008135286159813404,,,15.892279624938965,0.00588813005015254,15.962959234010059,-0.015254918824512501,,,15.946875852280304,-0.054596227341338885,0.0,,,"B,i,H,r,V,Y,Jrc2","B,i,H,r,V,Y,Jrc2","B,i,H,r,V,Y,Jrc2","B,i,H,r,V,Y,Jrc2","B,i,H,r,V,Y,Jrc2",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fuk_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fuk_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fuk_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fuk_ebvmodel2.snpy,B,,r
LSQ12fvl,LSQ12fvl,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fvl_raw.txt,ok,,ok,,ok,,0.05593,0.05593,75.208500,-38.653197,,CSPII_SNooPy_raw,56240.083896597134,0.0697335779944818,,,0.6051447366992149,0.007039156423781245,56240.08568889739,0.09948397041821506,,,0.6129782051829747,0.008934781520098986,0.12633887228008692,0.016215888142769034,56240.11328125,,,,56242.0390625,,18.90670394897461,0.010616698302328587,,,18.512462615966797,0.00843985565006733,18.8325646759687,0.07413927300590971,,,18.591914656106233,-0.07945204013943599,0.0,,,"Jrc2,i,H,r,V,Y,B","Jrc2,i,H,r,V,Y,B","Jrc2,i,H,r,V,Y,B","Jrc2,i,H,r,V,Y,B","Jrc2,i,H,r,V,Y,B",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fvl_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fvl_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fvl_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fvl_ebvmodel2.snpy,B,,r
LSQ12fxd,LSQ12fxd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12fxd_raw.txt,ok,,ok,,ok,,0.03122,0.031577,05:22:17.02,-25:35:47.01,Ia-91T,corez_zobs,56246.22846633183,0.03895449117602354,1.1051200415145987,0.04064016824547028,1.0238303840102543,0.005475176895718841,56246.22691773996,0.04090958849703769,1.1051700984655963,0.02442931872363655,1.0232476928127119,0.0055195099593963425,0.06908146008246537,0.0031317898830326516,56246.22265625,,,,56247.79296875,,16.327787399291992,0.004908392205834389,,,16.321165084838867,0.00511082774028182,16.354460009405127,-0.02667261011313638,,,16.403010835271356,-0.08184575043249015,0.0,,,"Jrc2,i,H,r,u,V,Y,B","Jrc2,i,H,r,u,V,Y,B","Jrc2,i,H,r,u,V,Y,B","Jrc2,i,H,r,u,V,Y,B","Jrc2,i,H,r,u,V,Y,B",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fxd_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12fxd_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fxd_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12fxd_ebvmodel2.snpy,B,,r
LSQ12gln,LSQ12gln,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12gln_raw.txt,ok,,ok,,ok,,0.102029,0.101994,05:22:59.41,-33:27:51.32,Ia,corez_zobs,56258.16488144832,0.135177716361243,,,1.1151531775594283,0.024047763185723204,56258.50467718662,0.17654406478584733,,,1.0230554062621406,0.027922965252414507,0.008134602523320843,0.008077201600841896,56258.16015625,,,,56260.1015625,,19.023935317993164,0.007424213457852602,,,18.99523162841797,0.00906532071530819,19.047602177872363,-0.02366685987919892,,,19.20806736455571,-0.21283573613774198,0.0,,,"Jrc2,i,r,V,Y,B","Jrc2,i,r,V,Y,B","Jrc2,i,r,V,Y,B","Jrc2,i,r,V,Y,B","Jrc2,i,r,V,Y,B",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gln_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gln_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gln_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gln_ebvmodel2.snpy,B,,r
LSQ12gpw,LSQ12gpw,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12gpw_raw.txt,ok,,ok,,ok,,0.050565,0.05075,03:12:58.24,-11:42:40.13,Ia-03fg,corez_zobs,56268.93600589181,0.6761835785574773,,,1.3616628654825846,0.055717531611458274,56269.333091561675,0.7054675085763411,,,1.4096946455807404,0.04506073772009784,-0.07482418433679774,0.05188412480314044,56269.25,,,,56272.95703125,,17.653112411499023,0.016268320381641388,,,17.619731903076172,0.014045143499970436,17.638017091335175,0.015095320163849627,,,17.73444309192873,-0.11471118885255659,0.0,,,"i,B,r,V","i,B,r,V","i,B,r,V","i,B,r,V","i,B,r,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gpw_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gpw_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gpw_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gpw_ebvmodel2.snpy,B,,r
LSQ12gxj,LSQ12gxj,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12gxj_raw.txt,ok,,ok,,ok,,0.0353,0.035366,02:52:57.38,+01:36:24.25,Ia-91T,corez_zobs,56274.974908516015,0.03728577951968536,,,1.1063263359032283,0.00919901698016634,56274.99690364454,0.05893082949677718,,,1.096351597426512,0.01432707304147014,0.41749189432697364,0.0062542051854615815,56274.96484375,,,,56276.86328125,,18.314775466918945,0.0037583624944090843,,,17.84816551208496,0.004225381650030613,18.300145955178444,0.014629511740501996,,,17.9024469737739,-0.05428146168893886,0.0,,,"i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gxj_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gxj_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gxj_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gxj_ebvmodel2.snpy,B,,r
LSQ12gyc,LSQ12gyc,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12gyc_raw.txt,ok,,ok,,ok,,0.093136,0.089708,02:45:50.07,-17:55:45.74,Ia-91T,corez_zobs,56265.94099031251,0.1964955760475303,,,1.157760805777487,0.026134334594379773,56266.67575675033,0.22515886781837377,,,1.0137942621700478,0.030470271290893407,0.034261775609572845,0.006228555472635582,56265.98046875,,,,56268.125,,18.808549880981445,0.00717081967741251,,,18.77509307861328,0.0060059488750994205,18.843035654973477,-0.034485773992031295,,,18.961416112794293,-0.18632303418101256,0.0,,,"i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gyc_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12gyc_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gyc_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12gyc_ebvmodel2.snpy,B,,r
LSQ12hjm,LSQ12hjm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12hjm_raw.txt,ok,,ok,,ok,,0.071351,0.071255,03:10:28.72,-16:29:37.08,Ia,corez_zobs,56277.96149457949,0.05253312664038991,,,0.9626377939446742,0.0064073674765493865,56278.04108032873,0.07384916984744708,,,0.9535613622734703,0.009099709213321287,0.03201070735626077,0.006182227550573866,56277.96484375,,,,56279.3828125,,18.35950469970703,0.004605304915457964,,,18.378305435180664,0.004414091352373362,18.390886722164463,-0.03138202245743384,,,18.53023985624655,-0.15193442106588542,0.0,,,"i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V","i,r,B,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12hjm_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12hjm_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12hjm_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12hjm_ebvmodel2.snpy,B,,r
LSQ12hnx,LSQ12hnx,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12hnx_raw.txt,partial,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.156433,0.156433,02:35:17.81,-30:57:49.48,Ia,corez_zobs,56283.98119932804,0.9847633087676189,,,0.953121253960634,0.13066782986268047,0.0,0.0,,,,,,0.0,56283.984375,,,,56285.38671875,,19.987403869628906,0.05005516856908798,,,20.13997459411621,0.029088223353028297,20.38713248758707,-0.3997286179581641,,,20.183609336337252,-0.04363474222104022,0.0,,,"B,J,V,Y,i,r","B,J,V,Y,i,r","B,J,V,Y,i,r",,"B,J,V,Y,i,r | B,V,Y,i,r",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12hnx_maxmodel_plot.jpg,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12hnx_maxmodel.snpy,,V,,i
LSQ12hvj,LSQ12hvj,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/LSQ12hvj_raw.txt,ok,,ok,,ok,,0.071251,0.071163,11:07:38.62,-29:42:40.96,Ia-91T,corez_zobs,56290.583298132115,0.10850528226680878,,,1.1895100307415865,0.01407276272820277,56290.88033744217,0.20482048322271687,,,1.0092890189489214,0.025385310942068955,0.13911558961021744,0.011371311408513376,56290.67578125,,,,56292.98046875,,18.574861526489258,0.006703611928969622,,,18.342954635620117,0.007413696032017469,18.592227792293734,-0.017366265804474434,,,18.467496279880628,-0.12454164426051087,0.0,,,"Jrc2,i,H,B,V,Y,r","Jrc2,i,H,B,V,Y,r","Jrc2,i,H,B,V,Y,r","Jrc2,i,H,B,V,Y,r","Jrc2,i,H,B,V,Y,r",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12hvj_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/LSQ12hvj_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12hvj_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/LSQ12hvj_ebvmodel2.snpy,B,,r
