matched_snname,cubename,rasn,decsn,redshift,sample_ra_deg,sample_dec_deg,matched_in_list_snlist,sep_arcsec,snlist_snname,snlist_cubename,snlist_sem,snlist_sntype,snlist_notes
iPTF13efe,iPTF13efe,08:43:39.30,+16:10:37.30,0.074954,130.91375,16.17702777777778,True,0.0,iPTF13efe,iPTF13efe,P106,Ia,
iPTF14aje,iPTF14aje,15:25:12.07,-01:48:51.50,0.027577,231.30029166666662,-1.8143055555555556,True,0.0,iPTF14aje,iPTF14aje,P99,Ia,
SN2014ey,iPTF14ans,15:04:29.972,+02:19:51.25,0.03198,226.12488333333332,2.3309027777777773,True,0.0,SN2014ey,iPTF14ans,JL,Ia-02cx,
iPTF14yy,iPTF14yy,12:26:09.17,+09:58:44.20,0.043117,186.53820833333333,9.978944444444444,True,0.0,iPTF14yy,iPTF14yy,P102,Ia,
SN2018agk,SN2018agk,197.651555472,-4.48574127155,0.026128,197.651555472,-4.48574127155,False,8406.699283513735,,,,,
SN2016jhr,SN2016jhr,184.582708,0.254828,0.117598,184.582708,0.254828,False,14448.806274935314,,,,,
SN2017cyy,SN2017cyy,144.150833,-63.948389,0.0098,144.150833,-63.948389,False,762.9285881941703,,,,,
SN2017erp,SN2017erp,227.311667,-11.334181,0.006174,227.311667,-11.334181,False,11109.854883617707,,,,,
SN2017fgc,SN2017fgc,20.060167,3.402767,0.008,20.060167,3.402767,False,6042.3204749929355,,,,,
SN2017fzw,SN2017fzw,95.395083,-27.214881,0.0054,95.395083,-27.214881,False,12777.438106035283,,,,,
SN2018gv,SN2018gv,121.394083,-11.438019,0.0053,121.394083,-11.438019,False,18341.72406693039,,,,,
SN2018oh,SN2018oh,136.664917,19.338089,0.012,136.664917,19.338089,False,7994.342991323781,,,,,
SN2018xx,SN2018xx,193.451125,-39.6971,0.00999,193.451125,-39.6971,False,854.2412464688679,,,,,
SN2018yu,SN2018yu,80.63487875,-11.4871825,0.008,80.63487875,-11.4871825,False,11991.005718445005,,,,,
SN2019np,SN2019np,157.341583,29.510639,0.00452,157.341583,29.510639,False,8593.426119448555,,,,,
SN2021abze,SN2021abze,10.8843865335,14.3427825741,0.0148,10.8843865335,14.3427825741,False,14302.103926555552,,,,,
SN2021acnt,SN2021acnt,145.4285,-28.202489,0.008,145.4285,-28.202489,False,11179.62760066192,,,,,
SN2021adlr,SN2021adlr,47.799,-8.469561,0.029635,47.799,-8.469561,False,7288.248545852149,,,,,
SN2021adlv,SN2021adlv,127.765958,-4.194219,0.033,127.765958,-4.194219,False,6720.103548479777,,,,,
SN2021adxd,SN2021adxd,9.84546011341,2.80403574116,0.017522,9.84546011341,2.80403574116,False,4639.366270431434,,,,,
SN2021aess,SN2021aess,53.450583,-19.4957,0.007,53.450583,-19.4957,False,11974.781299468887,,,,,
SN2021afkk,SN2021afkk,37.4998676863,28.6341857571,0.0138,37.4998676863,28.6341857571,False,258.1637780232779,,,,,
SN2021agbn,SN2021agbn,59.303542,-25.403381,0.01474,59.303542,-25.403381,False,5905.147525497142,,,,,
SN2021cgu,SN2021cgu,165.765458,5.098169,0.026,165.765458,5.098169,False,1539.2411252606191,,,,,
SN2021csp,SN2021csp,216.592143243,5.85921558693,0.083,216.592143243,5.85921558693,False,16397.576883062786,,,,,
SN2021dbg,SN2021dbg,141.111625,-6.581431,0.02,141.111625,-6.581431,False,5290.460118290805,,,,,
SN2021dov,SN2021dov,134.077958,-0.442139,0.012,134.077958,-0.442139,False,13884.51064570458,,,,,
SN2021gno,SN2021gno,183.042875,13.249181,0.006211,183.042875,13.249181,False,7155.043425160812,,,,,
SN2022crr,SN2022crr,231.204715446,-21.3893701875,0.0188,231.204715446,-21.3893701875,False,20253.04926526621,,,,,
SN2022crv,SN2022crv,148.607958,-25.7031,0.008091,148.607958,-25.7031,False,6594.100040971067,,,,,
SN2022epu,SN2022epu,228.691862,31.223633,0.031,228.691862,31.223633,False,6204.125600137146,,,,,
SN2022esa,SN2022esa,253.49,-9.70285,0.023,253.49,-9.70285,False,39267.595309194505,,,,,
SN2016hnk,SN2016hnk,33.319312,-7.661332,0.016,33.319312,-7.661332,False,5522.169860608482,,,,,
SN2010jn,SN2010jn,09:37:29.950,+23:09:38.80,0.025047,144.37479166666665,23.160777777777778,False,147.684216161156,,,,,
SN2009ev,SN2009ev,13:14:17.580,-42:58:48.79,0.011838,198.57324999999997,-42.980219444444444,True,0.0,SN2009ev,SN2009ev,P97,Ia,JOINED WITH P102. SN IN THE P102 FoV - NO LC
PTF10ops,PTF10ops,21:47:33.57,+05:51:30.3,0.06,326.889875,5.858416666666666,False,8832.38894348824,,,,,
SN2011iy,SN2011iy,13:08:58.390,-15:31:04.12,0.00423,197.24329166666664,-15.517811111111111,True,0.0,SN2011iy,SN2011iy,P97,Ia,JOINED WITH NGC4984 FROM THE ARXIV. OURS HAD WORSE QUALITY
SN2010jo,UGC00595,00:57:35.580,-01:23:33.40,0.044971,14.398249999999997,-1.392611111111111,True,0.0,SN2010jo,UGC00595,arx,Ia,NO LC
SN2019fkq,SN2019fkq,359.101625,-29.023781,0.045,359.101625,-29.023781,True,0.0016000000037819716,SN2019fkq,IC5364,arx,Ia,
ASAS14lo,ASASSN-14LO,177.971292,18.541389,0.019917,177.971292,18.541389,False,7486.97151897547,,,,,
ASAS14lq,ASASSN-14LQ,344.330875,-20.966878,0.026173,344.330875,-20.966878,True,0.039200000001058326,ASASSN-14lq,ASASSN-14lq,P106,Ia,
ASAS14lw,ASASSN-14LW,16.704875,-46.983322,0.020886,16.704875,-46.983322,True,0.0008000000133409777,ASASSN-14lw,ASASSN-14lw,P96,Ia-91T,
CSP12G,CSS121114090202101800-HOST,135.509750,10.300028,0.036974,135.50975,10.300028,True,0.0007999999961659824,CSS121114:090202+101800,CSS121114_090202+101800,P98,Ia,
CSP14abn,CSP14ABN-HOST,209.017458,-43.586083,0.0225,209.017458,-43.586083,True,0.0014817291070370893,SN2014bz,CSP14abn,P95,Ia,153;154 CREATED MANUALLY
CSP14acy,OGLE-2014-SN-107,10.619792,-64.764167,0.066374,10.619792,-64.764167,True,0.0013045110380845361,CSP14acy,CSP14acy,P106,Ia-91T,
CSP14ade,OGLE-2014-SN-141,84.327667,-75.721389,0.062457,84.327667,-75.721389,False,5779.486212292709,,,,,
LSQ12fvl,LSQ12FVL-HOST,75.208500,-38.653197,0.05593,75.2085,-38.653197,True,0.3538969951349378,SN2012he,LSQ12fvl,P99,Ia,
LSQ13aiz,SN2013CS-HOST,198.811708,-17.965458,0.0092,198.811708,-17.965458,True,0.06880946885083472,SN2013cs,SN2013cs,P98,Ia,45;173 CREATED MANUALLY -- BAD
LSQ15aae,LSQ15AAE,247.565417,5.932981,0.051564,247.565417,5.932981,False,12728.643797898707,,,,,
PS15sv,PS15SV,243.298917,1.591972,0.033277,243.298917,1.591972,False,8424.006292377691,,,,,
PTF11pbp,SN2011HB-HOST,351.981333,8.779167,0.028903,351.981333,8.779167,True,0.7141057955639774,SN2011hb,NGC7674,arx,Ia,
PTF11pra,PTF11PRA-HOST,34.690875,-6.641944,0.017543,34.690875,-6.641944,True,0.965533305855827,SN2011hk,PTF11pra,P99,Ia,MUSE-DEEP JOINING 8 POINTINGS
PTF11qnr,PTF11QNR-HOST,341.106042,-0.167222,0.016217,341.106042,-0.167222,True,3.2997786499901247,SN2011im,PTF11qnr,P99,Ia,
PTF13duj,SN2013FW,318.436583,13.575861,0.01694,318.436583,13.575861,False,2367.5649333963383,,,,,
PTF13ebh,PTF13EBH,35.499917,33.270472,0.01326,35.499917,33.270472,False,8151.547881715975,,,,,
PTF14fpg,PTF14FPG,7.050000,7.162083,0.034,7.05,7.162083,True,0.7194853183476887,SN2014dk,SN2014dk,P99,Ia-91T,TWO ANALYSES A: B: but no lines from the host found
PTF14gnl,PTF14GNL,5.951375,-3.857750,0.05369,5.951375,-3.85775,True,2.862499213317165e-12,iPTF14gnl,iPTF14gnl,P99,Ia-91T,
SN2006X,NGC-4321,185.724958,15.809194,0.005237,185.724958,15.809194,True,0.018436190555310362,SN2006X,SN2006X,P97,Ia,Also NGC4321 from PHANGS in arx
SN2007af,SN2007AF-HOST,215.587625,-0.393778,0.00546,215.587625,-0.393778,True,0.4655094783005652,SN2007af,SN2007af,P97,Ia,JOINED WITH NGC5584 from arx
SN2007nq,3C029-HOST,14.389875,-1.388611,0.045,14.389875,-1.388611,True,0.015000928856161128,SN2007nq,UGC00595,arx,Ia,
SN2008ha,SN2008HA,353.719542,18.226500,0.004643,353.719542,18.2265,True,0.0011397929865568656,SN2008ha,SN2008ha,JL,Ia-02cx,
SN2012bl,SN2012BL,305.980333,-48.354806,0.018693,305.980333,-48.354806,True,0.02055856848368082,SN2012bl,SN2012bl,P99,Ia,MUSE-DEEP JOINING 12 POINTINGS
SN2012fr,NGC-1365-N,53.400417,-36.126111,0.005453,53.400417,-36.126111,True,3.9334104303841078,SN2012fr,NGC1365,arx,Ia,PHANGS
SN2013fz,PSNJ0423-5136,65.943500,-51.596194,0.020593,65.9435,-51.596194,True,0.018399999986242598,SN2013fz,SN2014cd,P95,Ia-91T,
SN2013gv,SN2013GV,47.488792,19.213667,0.034097,47.488792,19.213667,False,13580.785799588739,,,,,
SN2013hh,SN2013HH,172.268208,17.235972,0.01298,172.268208,17.235972,False,11751.734996788073,,,,,
SN2014I,SN2014I,85.582500,-25.544417,0.029993,85.5825,-25.544417,True,0.0011999999856614767,SN2014I,SN2014I,P106,Ia,
SN2014dl,SN2014DL,247.442042,8.641833,0.032943,247.442042,8.641833,False,18522.688763726692,,,,,
SN2015F,SN2015F,114.065667,-69.506389,0.004887,114.065667,-69.506389,True,0.0005800894355073213,SN2015F,SN2015F,P106,Ia,
SNhunt281,SN2015BP,226.375292,1.634000,0.004067,226.375292,1.634,False,2665.7074297570157,,,,,
SN1981D,SN1981D,50.66490,-37.23540,0.00587,50.6649,-37.2354,False,16.92217161483783,,,,,
SN1999cl,NGC4501,187.98337,14.426472,0.0075870743899125,187.98337,14.426472,True,0.009647868915397121,SN1999cl,NGC4501,arx,Ia,THIS NEEDS TO BE COMBINED -- TO DO -- 24 of 32 cubes reduced other 8 have problems
SN2014dt,NGC4303,185.48988,4.4718060,0.005224,185.48988,4.471806,True,0.03769535608684882,SN2014dt,NGC4303,arx,Ia-02cx,NO LC
SN2020nvb,NGC4457,187.244917,3.572781,0.0029013445787122,187.244917,3.572781,True,0.001998601510352482,SN2020nvb,NGC4457,arx,Ia,THERE ARE LOTS OF CUBES UNPUBLISHED -- TO DO --
