name,fits_file,status,message,ra_deg,dec_deg,redshift,rband_survey
SN2000dx,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0j010_drc.fits,ok,,34.612,5.65056,0.030369,LegacySurvey
SN2023abqf,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0k010_drc.fits,ok,,146.584,3.07127,0.019932,LegacySurvey
CSP12J,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo28010_drc.fits,ok,,91.7566,-69.3547,0.014756,LegacySurvey
CSP12N,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo29010_drc.fits,ok,,189.567,-15.1089,0.097314,LegacySurvey
CSP13Q,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo37010_drc.fits,ok,,30.5898,-65.7357,0.089079,LegacySurvey
CSP13V,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g20010_drc.fits,ok,,153.292,-16.5317,0.055605,LegacySurvey
CSP13aad,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo30010_drc.fits,ok,,26.5389,-67.4667,0.086723,LegacySurvey
CSP13aaf,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g18010_drc.fits,ok,,148.784,6.80872,0.077753,LegacySurvey
CSP13aam,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0w010_drc.fits,ok,,78.6979,-66.8414,0.07491,LegacySurvey
CSP13aao,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo32010_drc.fits,ok,,89.6266,-63.5606,0.06148,LegacySurvey
CSP13aaq,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo33010_drc.fits,ok,,64.9467,-63.7228,0.059722,LegacySurvey
CSP13aay,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo34010_drc.fits,ok,,51.3896,-53.7386,0.059555,LegacySurvey
CSP13abl,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo35010_drc.fits,ok,,99.529,-75.727,0.040023,LegacySurvey
CSP13abm,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo36010_drc.fits,ok,,46.4995,4.54394,0.028157,LegacySurvey
CSP14aal,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0z010_drc.fits,ok,,149.413,12.5549,0.077313,LegacySurvey
CSP14aaq,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo40010_drc.fits,ok,,93.4502,-67.9208,0.036521,LegacySurvey
CSP14aar,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1a010_drc.fits,ok,,87.0979,-66.7916,0.041974,LegacySurvey
SN2014bz,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1b010_drc.fits,ok,,209.017,-43.5861,0.022516,SkyMapper
CSP14acl,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1c010_drc.fits,ok,,15.2793,-10.3111,0.029613,LegacySurvey
CSS121006:232854+085452,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1e010_drc.fits,ok,,352.227,8.91433,0.075645,LegacySurvey
CSS121114:090202+101800,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo44010_drc.fits,ok,,135.51,10.3,0.037193,LegacySurvey
CSS130317:082848+293031,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1f010_drc.fits,ok,,127.199,29.5086,0.078281,LegacySurvey
SN2020xyw,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g71010_drc.fits,ok,,112.033,-62.358,0.010807,LegacySurvey
SN2003ic,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2z010_drc.fits,ok,,10.4593,-9.30528,0.055541,LegacySurvey
SN2000ey,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1g010_drc.fits,ok,,349.855,5.90586,0.0205,LegacySurvey
SN2005dm,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1h010_drc.fits,ok,,34.6635,-6.903,0.016847,LegacySurvey
SN2020ejm,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1i010_drc.fits,ok,,154.079,-33.5637,0.009716,SkyMapper
SN2017dps,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1j010_drc.fits,ok,,204.167,-33.967,0.012493,LegacySurvey
SN1999ee,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1k010_drc.fits,ok,,334.042,-36.8444,0.011292,LegacySurvey
KISS13l,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g24010_drc.fits,ok,,168.725,29.585,0.13081,LegacySurvey
KISS15n,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g26010_drc.fits,ok,,195.135,27.9781,0.02346,LegacySurvey
LSQ11bk,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1q010_drc.fits,ok,,65.1844,-8.59882,0.040345,LegacySurvey
LSQ12btn,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g13010_drc.fits,ok,,140.377,-9.69163,0.054152,LegacySurvey
LSQ12cda,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo64010_drc.fits,ok,,207.51,9.62975,0.137579,LegacySurvey
LSQ12cfx,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo65010_drc.fits,ok,,209.921,-25.3808,0.037941,LegacySurvey
LSQ12cid,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo66010_drc.fits,ok,,150.988,-6.24382,0.062722,LegacySurvey
LSQ12dbr,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1r010_drc.fits,ok,,314.716,-2.97419,0.019654,LegacySurvey
LSQ12fhs,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo67010_drc.fits,ok,,343.098,-20.6148,0.033021,LegacySurvey
LSQ12fmx,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1s010_drc.fits,ok,,48.2174,-0.203556,0.067314,LegacySurvey
LSQ12fuk,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo68010_drc.fits,ok,,74.5662,-16.2995,0.02042,LegacySurvey
SN2012he,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo69010_drc.fits,ok,,75.2086,-38.6532,0.055877,LegacySurvey
LSQ12fxd,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo70010_drc.fits,ok,,80.5709,-25.5964,0.031577,LegacySurvey
LSQ12gln,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1t010_drc.fits,ok,,80.7475,-33.4643,0.101994,LegacySurvey
LSQ12gpw,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g33010_drc.fits,ok,,48.2427,-11.7111,0.05075,LegacySurvey
LSQ12gxj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo73010_drc.fits,ok,,43.2391,1.60674,0.035366,LegacySurvey
LSQ12gyc,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo74010_drc.fits,ok,,41.4586,-17.9294,0.089708,LegacySurvey
LSQ12hjm,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo76010_drc.fits,ok,,47.6197,-16.4936,0.071255,LegacySurvey
LSQ12hnx,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1v010_drc.fits,ok,,38.8242,-30.9637,0.156433,LegacySurvey
LSQ12hvj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g38010_drc.fits,ok,,166.911,-29.7114,0.071163,LegacySurvey
LSQ12hxx,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g39010_drc.fits,ok,,49.9343,-27.0071,0.06931,LegacySurvey
LSQ12hzj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g40010_drc.fits,ok,,149.802,-9.00229,0.033429,LegacySurvey
LSQ12hzs,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g41010_drc.fits,ok,,60.4717,-26.6639,0.072065,LegacySurvey
LSQ13cmt,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1w010_drc.fits,ok,,15.6748,-21.8732,0.056896,LegacySurvey
LSQ13crf,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo82010_drc.fits,ok,,47.7093,1.42192,0.048844,LegacySurvey
LSQ13cwp,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo83010_drc.fits,ok,,60.961,-2.65499,0.066253,LegacySurvey
LSQ13dby,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1x010_drc.fits,ok,,51.6785,-34.6349,0.1,LegacySurvey
LSQ13dcy,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo84010_drc.fits,ok,,73.8184,-20.0015,0.079911,LegacySurvey
LSQ13dhj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g44010_drc.fits,ok,,33.1437,-37.3397,0.093442,LegacySurvey
LSQ13dkp,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g45010_drc.fits,ok,,47.5415,-36.6291,0.069111,LegacySurvey
LSQ13dqh,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo87010_drc.fits,ok,,65.5246,-2.89007,0.103938,LegacySurvey
LSQ13dsm,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo88010_drc.fits,ok,,53.3035,-26.2067,0.04258,LegacySurvey
LSQ13lq,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo89010_drc.fits,ok,,206.045,3.06206,0.075574,LegacySurvey
LSQ13pf,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo90010_drc.fits,ok,,207.06,-11.6441,0.086209,LegacySurvey
LSQ13ry,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo91010_drc.fits,ok,,158.2,4.19771,0.029911,LegacySurvey
LSQ14act,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo92010_drc.fits,ok,,239.936,-10.4447,0.058822,LegacySurvey
LSQ14aeg,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1y010_drc.fits,ok,,154.903,19.5556,0.064615,LegacySurvey
LSQ14age,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g50010_drc.fits,ok,,201.036,-13.4406,0.080404,LegacySurvey
LSQ14ahc,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo94010_drc.fits,ok,,205.951,-32.9098,0.050859,LegacySurvey
LSQ14bjj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo99010_drc.fits,ok,,215.204,-5.25063,0.080975,LegacySurvey
LSQ14fmg,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1z010_drc.fits,ok,,334.192,15.3539,0.065923,LegacySurvey
LSQ14fms,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g54010_drc.fits,ok,,3.74925,-51.211,0.076367,LegacySurvey
LSQ14foj,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0b010_drc.fits,ok,,6.64446,-32.8092,0.046111,LegacySurvey
LSQ14gde,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2a010_drc.fits,ok,,15.177,-14.9926,0.055595,LegacySurvey
LSQ14gfb,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0c010_drc.fits,ok,,77.524,-36.3121,0.053295,LegacySurvey
LSQ14gfn,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0d010_drc.fits,ok,,52.134,-4.20395,0.121436,LegacySurvey
LSQ14ghv,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g58010_drc.fits,ok,,50.934,-31.5842,0.067037,LegacySurvey
LSQ14gov,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0f010_drc.fits,ok,,61.5055,-16.0282,0.089588,LegacySurvey
LSQ14ie,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0g010_drc.fits,ok,,193.889,-32.9445,0.089497,LegacySurvey
LSQ14ip,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0h010_drc.fits,ok,,146.084,4.59793,0.061451,LegacySurvey
LSQ14mc,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0i010_drc.fits,ok,,135.556,17.0603,0.056668,LegacySurvey
LSQ14wp,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g61010_drc.fits,ok,,153.524,6.67515,0.06962,LegacySurvey
LSQ14xi,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0k010_drc.fits,ok,,187.672,-13.7728,0.05036,LegacySurvey
LSQ15aja,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2b010_drc.fits,ok,,255.787,12.4616,0.070007,LegacySurvey
LSQ15alq,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0l010_drc.fits,ok,,197.327,-25.8723,0.046968,LegacySurvey
SN2008ee,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2c010_drc.fits,ok,,14.1373,-1.77111,0.013253,LegacySurvey
SN1995Y,/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2d010_drc.fits,ok,,17.7483,33.1446,0.017501,LegacySurvey
