file,base_name,ra_deg,dec_deg,nearest_missing_sample,nearest_missing_ra,nearest_missing_dec,sep_arcsec,within_2arcsec,within_5arcsec,within_10arcsec
ZTF18abwbtco_LC.csv,ZTF18abwbtco,50.87066,25.57084,SN2013hk,45.54520833333333,15.927438888888888,39057.91612261364,False,False,False
ZTF18abwckzf_LC.csv,ZTF18abwckzf,126.82553,10.99931,PS15mb,134.9172083333333,15.186777777777777,32121.336664729693,False,False,False
ZTF18abwclem_LC.csv,ZTF18abwclem,130.68697,10.69512,PS15mb,134.9172083333333,15.186777777777777,21945.820776593762,False,False,False
ZTF18abwdcdv_LC.csv,ZTF18abwdcdv,270.86462,60.67734,SN2022epu,228.691862,31.223633,145185.1841758125,False,False,False
ZTF18abwerpm_LC.csv,ZTF18abwerpm,341.38274,-16.1182,SN2019fkq,359.101625,-29.023781,74843.39031189661,False,False,False
ZTF18abwitkf_LC.csv,ZTF18abwitkf,15.70534,-21.83646,LSQ14gde,15.177041666666666,-14.992583333333332,24703.84378365821,False,False,False
ZTF18abwkczr_LC.csv,ZTF18abwkczr,45.8841,9.39432,SN2013hk,45.54520833333333,15.927438888888888,23549.293789110598,False,False,False
ZTF18abwkgvf_LC.csv,ZTF18abwkgvf,27.02018,-6.79599,SN2013dl,19.674,-7.444361111111111,26345.48328907695,False,False,False
ZTF18abwktmm_LC.csv,ZTF18abwktmm,59.25985,-8.50267,SN2014dm,62.02970833333334,-8.827,9926.551490914673,False,False,False
ZTF18abwkzuc_LC.csv,ZTF18abwkzuc,108.91017,37.57406,PSNJ07250042+2347030,111.25175,23.784166666666668,50164.96706968995,False,False,False
ZTF18abwlonm_LC.csv,ZTF18abwlonm,129.59643,19.4704,PS15mb,134.9172083333333,15.186777777777777,23915.30983653473,False,False,False
ZTF18abwlopg_LC.csv,ZTF18abwlopg,134.34509,22.27534,SN2018oh,136.664917,19.338089,13142.929047082545,False,False,False
ZTF18abwmuua_LC.csv,ZTF18abwmuua,249.64339,31.87316,SNF20080612-003,243.86829166666666,19.226638888888886,49215.01057610349,False,False,False
ZTF18abwnsoc_LC.csv,ZTF18abwnsoc,280.85676,72.12387,SN2022epu,228.691862,31.223633,176861.98410897225,False,False,False
ZTF18abwohjb_LC.csv,ZTF18abwohjb,345.30394,5.13269,SN2000ey,349.85499999999996,5.905861111111111,16543.52515599454,False,False,False
ZTF18abwsmed_LC.csv,ZTF18abwsmed,112.77379,14.95846,PSNJ07250042+2347030,111.25175,23.784166666666668,32189.160034871365,False,False,False
ZTF18abwtops_LC.csv,ZTF18abwtops,281.48671,36.40268,SN2004cs,267.5599208333333,14.28318888888889,91374.16095609246,False,False,False
ZTF18abwuqcw_LC.csv,ZTF18abwuqcw,309.87,-13.13287,LSQ12dbr,314.71620833333327,-2.9741944444444446,40435.420204681905,False,False,False
ZTF18abwwfyo_LC.csv,ZTF18abwwfyo,321.69661,-4.79279,LSQ12dbr,314.71620833333327,-2.9741944444444446,25911.34431872496,False,False,False
ZTF18abwwuug_LC.csv,ZTF18abwwuug,356.34286,13.06094,SN2000ey,349.85499999999996,5.905861111111111,34546.108721892415,False,False,False
ZTF18abwxhjo_LC.csv,ZTF18abwxhjo,358.62838,-4.78545,SN2021adxd,9.84546011341,2.80403574116,48726.660020261006,False,False,False
ZTF18abwztji_LC.csv,ZTF18abwztji,28.29034,1.03342,SN2013ef,28.83629166666666,6.609811111111111,20170.488554938933,False,False,False
ZTF18abxbugc_LC.csv,ZTF18abxbugc,157.05603,79.34036,SN2019np,157.341583,29.510639,179387.53525604817,False,False,False
ZTF18abxbwwf_LC.csv,ZTF18abxbwwf,251.53641,19.45477,SNF20080612-003,243.86829166666666,19.226638888888886,26058.136192359398,False,False,False
ZTF18abxdkni_LC.csv,ZTF18abxdkni,315.27036,31.03732,LSQ14fmg,334.1920833333333,15.353916666666667,84049.21368695846,False,False,False
ZTF18abxfiec_LC.csv,ZTF18abxfiec,12.11859,-5.3654,SN2008ee,14.137329166666666,-1.771111111111111,14833.173494963714,False,False,False
ZTF18abxhaop_LC.csv,ZTF18abxhaop,33.47221,-18.15817,ASASSN-14mg,43.492083333333326,-21.648016666666667,36157.50698757712,False,False,False
