###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60417.805968  23.650 14.667     1   18 o  0   0.85 116.30992 -71.40390  7000.26  7127.81 2.44 2.03 -52.7 -0.414 19.11 20.00 03a60418o0221o
60420.077244  21.133  1.865    13   24 o  0   0.76 116.30992 -71.40390  4393.66  1081.36 1.95 1.88  62.1 -0.468 18.87 19.61 04a60420o0259o
60420.080510 -23.276 12.667    -2   22 o  0   0.91 116.30992 -71.40390  4412.02  1120.09 1.91 1.86  68.4 -0.461 18.90 19.59 04a60420o0266o
60420.086094 -20.359  0.745   -26   19 o  0   1.23 116.30992 -71.40390  4344.02  1042.02 1.94 1.85  75.6 -0.463 18.86 19.58 04a60420o0278o
60420.097902  20.121  0.690    32   22 o  0   0.97 116.30992 -71.40390  4313.56  1160.36 1.90 1.85  59.5 -0.470 18.85 19.58 04a60420o0303o
60424.038797 -23.027 12.933    -2   29 o  0   1.33 116.30992 -71.40390  6375.88  3247.57 2.33 2.13 -51.2 -0.451 18.39 18.81 04a60424o0173o
60424.042057  20.698  2.080    19   40 o  0   0.73 116.30992 -71.40390  6394.14  3287.09 2.30 2.14 -52.5 -0.481 18.37 18.80 04a60424o0180o
60424.047601 -23.248 17.154    -2   31 o  0   0.80 116.30992 -71.40390  6328.48  3204.47 2.24 2.05 -45.2 -0.462 18.43 18.78 04a60424o0192o
60424.068616  22.053  6.086     6   33 o  0   1.09 116.30992 -71.40390  6296.42  3319.17 2.38 2.18 -47.0 -0.450 18.36 18.79 04a60424o0237o
60428.072142  20.361  1.040    26   27 o  0   1.06 116.30992 -71.40390  2403.00  5138.38 2.30 2.16 -82.4 -0.383 18.51 19.30 04a60428o0259o
60428.075816  20.033  1.139    35   40 o  0   1.05 116.30992 -71.40390  2419.34  5175.26 2.38 2.19 -72.9 -0.382 18.10 18.81 04a60428o0267o
60428.083225 -21.945  3.829    -6   23 o  0   1.08 116.30992 -71.40390  2359.00  5103.52 2.30 2.13 -65.1 -0.401 18.74 19.65 04a60428o0282o
60428.094871  21.560  2.772     9   24 o  0   1.37 116.30992 -71.40390  2332.88  5222.84 2.18 2.04 -58.3 -0.409 18.60 19.52 04a60428o0307o
60429.799324  20.831  0.678    17   12 c  0   0.77 116.30992 -71.40390  5215.40  7033.88 2.48 2.14 -52.2 -0.384 19.59 21.47 03a60430o0155c
60429.802566   0.000 21.327     0   11 c  0   1.15 116.30992 -71.40390  5232.22  7072.94 2.56 2.21 -51.0 -0.379 19.59 21.50 03a60430o0162c
60429.822885  20.973  0.821    15   12 c  0   1.02 116.30992 -71.40390  5178.38  6994.61 2.67 2.36 -52.1 -0.370 19.51 21.48 03a60430o0205c
60429.830379 -22.555  3.105    -4   11 c  0   0.92 116.30992 -71.40390  5155.18  7110.20 2.70 2.37 -50.6 -0.376 19.48 21.45 03a60430o0220c
60429.841891 -20.883  0.905   -16   15 c  0   0.55 116.30992 -71.40390  5193.12  7053.40 2.60 2.28 -49.5 -0.378 19.43 21.27 03a60430o0244c
60432.057046  21.461  1.971     9   19 o  0   0.87 116.30992 -71.40390  3536.60  7108.40 2.22 1.92 -69.3 -0.437 19.15 20.46 04a60432o0234o
60432.060853 -20.278  0.556   -28   16 o  0   1.03 116.30992 -71.40390  3551.47  7146.53 2.18 1.81 -80.1 -0.425 19.23 20.50 04a60432o0242o
60432.066570 -21.140  1.263   -13   16 o  0   1.12 116.30992 -71.40390  3494.76  7070.86 2.17 1.86 -76.5 -0.438 19.19 20.44 04a60432o0254o
60432.080137 -22.636  5.208    -3   17 o  0   0.99 116.30992 -71.40390  3469.09  7189.48 2.16 1.91 -71.2 -0.435 19.19 20.38 04a60432o0283o
60433.758189 -19.567  3.471   -54  188 c  0   1.01 116.30992 -71.40390 10381.17  3625.32 2.74 2.31 -57.2 -0.359 17.09 19.04 03a60434o0131c
60433.761382  21.554  1.644     9   14 c  0   1.05 116.30992 -71.40390 10398.80  3666.99 2.59 2.19 -59.2 -0.363 19.25 21.14 03a60434o0138c
60433.803019 -19.844  1.676   -42   70 c  0   0.75 116.30992 -71.40390  1151.78  3138.73 2.85 2.63 -49.6 -0.372 18.62 20.77 03a60434o0225c
60433.806382 -21.775  2.240    -7   16 c  0   1.32 116.30992 -71.40390  1168.35  3177.83 2.80 2.56 -41.5 -0.381 18.54 20.53 03a60434o0232c
60433.817170  20.930  1.000    15   15 c  0   0.92 116.30992 -71.40390  1109.86  3106.10 2.71 2.52 -53.0 -0.379 19.23 21.23 03a60434o0254c
60436.031172  20.758  1.154    18   21 o  0   1.02 116.30992 -71.40390  9905.91  9178.45 2.57 2.52  41.8 -0.446 19.01 20.42 04a60436o0182o
60436.033989  20.822  0.979    17   17 o  0   1.07 116.30992 -71.40390  9921.76  9219.59 2.74 2.59  24.0 -0.393 19.13 20.46 04a60436o0188o
60436.035359 -21.198  1.616   -12   20 o  0   0.83 116.30992 -71.40390  1676.37  8977.89 2.76 2.12 -75.0 -0.369 19.21 20.58 04a60436o0191o
60436.038562 -21.683  2.250    -8   17 o  0   1.00 116.30992 -71.40390  1690.79  9014.87 2.69 2.08 -74.8 -0.383 19.22 20.59 04a60436o0198o
60436.052492  19.499  0.379    58   22 o  0   1.01 116.30992 -71.40390  9862.09  9134.23 2.41 2.37 -49.6 -0.479 19.14 20.57 04a60436o0228o
60436.053864  24.445 27.750     1   17 o  0   1.03 116.30992 -71.40390  1633.32  8942.31 2.58 2.04 -73.5 -0.387 19.21 20.64 04a60436o0231o
60436.058031 -20.175  0.669   -31   21 o  0   1.14 116.30992 -71.40390  9840.61  9248.54 2.61 2.47  89.2 -0.434 19.14 20.53 04a60436o0240o
60436.059429  21.012  1.088    14   16 o  0   1.15 116.30992 -71.40390  1610.56  9061.82 2.62 2.07 -73.6 -0.391 19.23 20.59 04a60436o0243o
60437.715255 -21.173  1.067   -12   13 c  0   1.14 116.30992 -71.40390  7266.25  5429.05 2.54 2.23 -59.4 -0.394 19.40 21.10 03a60438o0051c
60437.718499  21.458  1.375    10   13 c  0   0.94 116.30992 -71.40390  7284.18  5469.46 2.57 2.22 -62.6 -0.393 19.37 21.16 03a60438o0058c
60437.723899 -20.760  1.404   -18   25 c  0   1.17 116.30992 -71.40390  7227.91  5388.19 2.53 2.23 -57.7 -0.397 18.51 20.18 03a60438o0069c
60437.738632  22.837  4.071     3   11 c  0   1.85 116.30992 -71.40390  7201.80  5506.52 2.69 2.35 -57.5 -0.390 19.32 21.15 03a60438o0100c
60440.030320 -20.288  0.744   -28   21 o  0   0.77 116.30992 -71.40390  4612.10  9121.41 3.14 2.52 -71.6 -0.383 18.92 20.53 04a60440o0185o
60440.033538  22.761  8.400     3   24 o  0   0.68 116.30992 -71.40390  4627.63  9160.77 2.92 2.34 -69.8 -0.408 18.94 20.41 04a60440o0192o
60440.038687  20.123  0.599    32   19 o  0   1.01 116.30992 -71.40390  4573.43  9083.37 2.93 2.21 -71.1 -0.406 19.00 20.41 04a60440o0203o
60440.052402 -20.993  1.307   -14   19 o  0   0.95 116.30992 -71.40390  4549.22  9201.40 2.95 2.32 -73.4 -0.423 18.90 20.30 04a60440o0232o
60441.755357 -21.336  1.426   -11   15 c  0   0.86 116.30992 -71.40390  7941.82  1626.78 2.70 2.34 -58.6 -0.412 19.21 20.81 03a60442o0143c
60441.758575  23.157  7.000     2   14 c  0   1.18 116.30992 -71.40390  7960.64  1667.45 2.78 2.37 -61.6 -0.413 19.18 20.77 03a60442o0150c
60441.780144  21.201  1.309    12   16 c  0   1.20 116.30992 -71.40390  7895.07  1583.26 3.06 2.66 -59.3 -0.395 19.07 20.81 03a60442o0196c
60441.785325  20.184  0.487    31   15 c  0   0.99 116.30992 -71.40390  7865.99  1694.97 2.96 2.55 -58.4 -0.391 19.14 20.83 03a60442o0207c
60443.967958  21.790  3.543     7   25 o  0   0.73 116.30992 -71.40390  6308.66  4893.02 2.30 2.18 -68.5 -0.635 18.66 19.69 04a60444o0046o
60443.971183 -20.376  0.543   -26   14 o  0   1.93 116.30992 -71.40390  6323.74  4930.76 2.21 2.14 -40.7 -0.449 19.00 20.00 04a60444o0053o
60443.976373 -19.918  0.502   -39   20 o  0   0.95 116.30992 -71.40390  6264.17  4850.27 2.23 2.12 -63.9 -0.425 18.93 19.90 04a60444o0064o
60443.997610 -21.355  3.143   -10   33 o  0   0.78 116.30992 -71.40390  6233.06  4961.67 2.32 2.10 -59.5 -0.441 18.48 19.49 04a60444o0109o
60445.718508 -20.035  0.580   -35   20 o  0   1.54 116.30992 -71.40390  3220.55  2952.09 2.30 2.01 -66.5 -0.405 18.65 19.41 03a60446o0069o
60445.722265  22.522  7.273     4   26 o  0   1.16 116.30992 -71.40390  3238.73  2990.86 2.27 2.01 -66.2 -0.408 18.66 19.33 03a60446o0077o
60445.741830 -21.234  2.343   -12   27 o  0   0.97 116.30992 -71.40390  3176.59  2920.00 2.25 2.02 -62.6 -0.419 18.62 19.33 03a60446o0117o
60445.746955 -20.417  1.046   -25   26 o  0   0.94 116.30992 -71.40390  3151.02  3035.23 2.28 2.03 -66.6 -0.411 18.65 19.38 03a60446o0128o
60447.968737 -24.571 52.000    -0   28 o  0   1.07 116.30992 -71.40390  9085.10  7034.50 3.27 3.03 -48.5 -0.354 18.53 19.78 04a60448o0060o
60447.971932  19.619  0.556    52   29 o  0   0.95 116.30992 -71.40390  9101.54  7074.25 3.23 3.03 -50.3 -0.349 18.52 19.75 04a60448o0067o
60447.992473 -20.648  1.149   -20   23 o  0   1.01 116.30992 -71.40390  9037.73  6988.45 2.48 2.26 -11.3 -0.425 18.83 19.72 04a60448o0111o
60447.998020  22.352  6.217     4   26 o  0   1.05 116.30992 -71.40390  9015.55  7102.15 2.46 2.30 -13.5 -0.431 18.79 19.70 04a60448o0123o
60448.011221  19.289  0.334    70   23 o  0   0.85 116.30992 -71.40390   543.14  7058.11 2.47 2.18 -83.0 -0.358 18.81 19.82 04a60448o0151o
60448.015400  20.295  0.866    28   24 o  0   1.07 116.30992 -71.40390   559.50  7095.06 2.59 2.27 -72.7 -0.353 18.75 19.64 04a60448o0160o
60448.039879  19.826  0.518    43   22 o  0   0.73 116.30992 -71.40390   493.33  7025.76 2.46 2.22  89.5 -0.361 18.77 19.58 04a60448o0212o
60448.044988 -20.121  0.647   -32   21 o  0   1.34 116.30992 -71.40390   469.64  7145.99 2.55 2.27  84.2 -0.345 18.78 19.69 04a60448o0223o
60449.763718  22.332  6.250     4   26 o  0   0.88 116.30992 -71.40390  6544.74  1115.55 2.40 2.16 -50.7 -0.421 18.60 19.21 03a60450o0163o
60449.767068 -22.290  5.759    -4   25 o  0   0.90 116.30992 -71.40390  6563.62  1156.27 2.38 2.18 -43.5 -0.426 18.62 19.22 03a60450o0170o
60449.782699 -20.663  1.216   -20   24 o  0   1.05 116.30992 -71.40390  6495.45  1073.67 2.20 2.02 -45.8 -0.436 18.69 19.20 03a60450o0202o
60449.791008  21.770  3.364     7   24 o  0   1.26 116.30992 -71.40390  6466.68  1186.53 2.34 2.13 -46.5 -0.433 18.43 18.99 03a60450o0219o
60453.709431 -22.214  5.656    -5   27 o  0   1.03 116.30992 -71.40390 10112.66  1827.90 2.44 2.07 -62.0 -0.388 18.29 18.48 03a60454o0055o
60453.712301  19.465  0.571    59   34 o  0   1.02 116.30992 -71.40390 10131.32  1869.28 2.44 2.08 -61.5 -0.382 18.26 18.50 03a60454o0061o
60453.731723  20.849  2.283    17   38 o  0   1.21 116.30992 -71.40390 10064.20  1776.83 2.73 2.31 -64.0 -0.376 18.14 18.43 03a60454o0101o
60453.737392 -22.116  7.154    -5   37 o  0   1.40 116.30992 -71.40390 10035.20  1886.75 2.89 2.44 -60.3 -0.353 18.02 18.35 03a60454o0113o
60455.968619  18.528  0.419   141   59 o  0   0.70 116.30992 -71.40390  4350.80  4962.61 2.39 2.16 -70.0 -0.424 17.89 18.98 04a60456o0064o
60455.984437 -18.396  0.951  -159  151 o  0   1.48 116.30992 -71.40390  4362.03  5000.23 2.32 2.10 -62.9 -0.442 16.35 17.29 04a60456o0098o
60455.987622  19.046  1.452    87  127 o  0   1.54 116.30992 -71.40390  4302.35  4923.43 2.44 2.21 -77.5 -0.388 16.51 17.44 04a60456o0105o
60456.005048  20.575  2.226    21   48 o  0   1.21 116.30992 -71.40390  4273.53  5040.46 2.43 2.17 -66.3 -0.418 17.92 18.82 04a60456o0142o
60457.701170  20.295  0.781    28   22 o  0   0.76 116.30992 -71.40390  7910.56  9191.50 2.60 2.06 -48.7 -0.418 19.12 20.06 03a60458o0039o
60457.704028 -22.139  3.667    -5   19 o  0   0.75 116.30992 -71.40390  7928.34  9231.34 2.66 2.08 -46.9 -0.422 19.25 20.27 03a60458o0045o
60457.709314 -21.647  1.961    -8   16 o  0   0.81 116.30992 -71.40390  7878.15  9146.52 2.65 2.13 -49.7 -0.420 19.28 20.47 03a60458o0056o
60457.729198 -22.749  5.176    -3   15 o  0   0.82 116.30992 -71.40390  7856.53  9260.41 2.79 2.18 -45.8 -0.424 19.35 20.66 03a60458o0097o
60459.958828 -22.710  4.619    -3   14 c  0   1.28 116.30992 -71.40390  3437.67  8760.63 2.68 1.90 -70.1 -0.409 19.22 20.74 04a60460o0043c
60459.962586  21.989  2.333     6   14 c  0   1.09 116.30992 -71.40390  3452.90  8798.43 2.71 1.97 -69.1 -0.408 19.27 20.88 04a60460o0051c
60459.968103  21.663  1.614     8   13 c  0   0.87 116.30992 -71.40390  3397.98  8721.81 2.60 1.91 -69.1 -0.408 19.30 20.99 04a60460o0063c
60459.982079 -21.117  0.955   -13   12 c  0   1.17 116.30992 -71.40390  3374.47  8840.19 2.69 1.91 -71.1 -0.417 19.35 21.08 04a60460o0093c
60463.986383  20.487  4.304    23  100 c  0   0.85 116.30992 -71.40390 10196.47  7567.58 2.73 2.45 -41.5 -0.437 16.95 18.77 04a60464o0102c
60468.020820 -21.405  1.172   -10   12 c  0   1.50 116.30992 -71.40390  7187.21  6972.89 2.43 2.04 -56.2 -0.426 19.36 21.01 04a60468o0179c
60468.023657  21.106  0.940    13   12 c  0   1.26 116.30992 -71.40390  7205.50  7014.72 2.40 2.00 -54.4 -0.401 19.36 20.97 04a60468o0185c
60468.029776 -21.427  1.422   -10   14 c  0   1.06 116.30992 -71.40390  7149.20  6936.02 2.40 1.98 -56.5 -0.429 19.34 20.95 04a60468o0198c
60468.040493 -21.079  1.148   -13   15 c  0   0.80 116.30992 -71.40390  7127.60  7055.20 2.50 2.05 -50.3 -0.397 19.30 20.89 04a60468o0221c
60477.692905  20.042  1.037    35   36 o  0   1.61 116.30992 -71.40390  2286.69  5117.38 2.34 2.10 -63.6 -0.414 18.04 18.22 03a60478o0020o
60477.695736 -20.032  0.918   -35   32 o  0   0.93 116.30992 -71.40390  2303.92  5154.01 2.52 2.23 -64.7 -0.395 18.35 18.76 03a60478o0026o
60477.702496 -20.192  0.854   -30   26 o  0   0.62 116.30992 -71.40390  2249.25  5077.37 2.48 2.16 -63.5 -0.391 18.63 19.36 03a60478o0040o
60477.712531 -20.774  1.234   -18   22 o  0   0.92 116.30992 -71.40390  2223.41  5195.17 2.51 2.20 -60.3 -0.398 18.73 19.49 03a60478o0061o
60481.696583  20.172  3.463    31  107 o  0   1.21 116.30992 -71.40390  3366.10  7112.91 2.45 2.16 -50.9 -0.372 16.76 16.43 03a60482o0032o
60481.699765 -20.259  2.878   -29   82 o  0   1.17 116.30992 -71.40390  3383.00  7151.52 2.57 2.22 -50.8 -0.363 17.15 17.07 03a60482o0039o
60481.707186 -18.783  0.937  -111  104 o  0   0.90 116.30992 -71.40390  3330.76  7075.06 2.56 2.21 -49.9 -0.362 17.06 16.93 03a60482o0055o
60481.731497  18.876  3.733   102  382 o  0   0.87 116.30992 -71.40390  3308.55  7195.04 2.75 2.42 -44.5 -0.346 15.77 15.46 03a60482o0106o
60485.745647  21.982  3.478     6   20 o  0   1.22 116.30992 -71.40390  1458.48  8943.68 3.04 2.55 -44.1 -0.380 18.99 20.25 03a60486o0135o
60485.749941 -20.723  1.301   -19   24 o  0   0.88 116.30992 -71.40390  1475.01  8983.63 2.83 2.38 -42.4 -0.390 18.98 20.16 03a60486o0144o
60485.755216  20.663  1.387    20   27 o  0   0.87 116.30992 -71.40390  1424.83  8910.54 3.32 2.89 -43.0 -0.370 18.81 20.05 03a60486o0155o
60485.765046 -20.907  1.518   -16   24 o  0   1.29 116.30992 -71.40390  1404.82  9028.38 3.12 2.66 -45.4 -0.381 18.76 19.87 03a60486o0175o
60528.407912  19.819  1.190    43   51 c  0   0.86 116.30992 -71.40390  8371.76  5368.80 4.04 3.67 -35.9 -0.285 17.79 20.14 04a60528o0840c
60528.415757 -18.944  2.500   -96  240 c  0   1.09 116.30992 -71.40390  8351.72  5335.11 3.65 3.33 -37.5 -0.264 16.16 18.15 04a60528o0856c
60528.418657  17.225  1.000   468  468 c  0   1.07 116.30992 -71.40390  8409.53  5408.16 4.90 4.53 -41.4 -0.184 15.47 17.77 04a60528o0862c
60528.434260 -18.332  1.804  -169  304 c  0   0.97 116.30992 -71.40390  8425.46  5296.71 4.09 3.74 -35.4 -0.304 16.03 17.60 04a60528o0895c
60530.150845 -20.740  0.876   -18   16 o  0   1.03 116.30992 -71.40390  5320.09  3580.82 2.58 2.30 -45.0 -0.409 19.07 20.50 03a60530o0969o
60530.154285  22.235  4.071     5   19 o  0   0.80 116.30992 -71.40390  5301.60  3543.60 2.52 2.25 -46.4 -0.404 19.11 20.51 03a60530o0976o
60530.164330  21.210  1.408    12   17 o  0   0.94 116.30992 -71.40390  5355.96  3620.93 2.45 2.20 -51.0 -0.406 19.12 20.47 03a60530o0997o
60530.178326  23.189 11.250     2   22 o  0   1.03 116.30992 -71.40390  5378.36  3508.72 2.52 2.22 -49.4 -0.397 18.72 19.64 03a60530o1026o
60532.409781  21.090  0.921    13   12 c  0   1.64 116.30992 -71.40390  7202.94  3422.21 2.45 2.29 -41.5 -0.360 19.05 20.76 04a60532o0659c
60532.414106  21.088  1.105    13   15 c  0   0.86 116.30992 -71.40390  7183.73  3386.06 2.56 2.31 -45.1 -0.359 19.16 20.82 04a60532o0668c
60532.429872  20.523  0.834    22   19 c  0   0.72 116.30992 -71.40390  7237.71  3466.82 2.48 2.25 -43.4 -0.437 19.01 20.25 04a60532o0701c
60532.433795  21.604  2.250     8   19 c  0   1.38 116.30992 -71.40390  7256.60  3347.26 2.43 2.18 -28.5 -0.354 18.64 19.53 04a60532o0709c
60536.353097  19.959  0.848    38   32 c  0   0.99 116.30992 -71.40390   807.90  1424.39 3.21 2.08  36.2 -0.385 18.22 19.96 04a60536o0827c
60536.355926  20.147  0.723    32   23 c  0   1.43 116.30992 -71.40390   788.93  1385.64 2.90 2.01  36.4 -0.386 18.92 20.60 04a60536o0833c
60536.361527 -22.945  7.154    -2   17 c  0   0.92 116.30992 -71.40390   842.36  1471.97 3.09 1.99  38.3 -0.374 19.23 20.79 04a60536o0845c
60536.371383 -21.688  1.935    -8   15 c  0   1.05 116.30992 -71.40390   857.80  1359.65 2.87 1.92  37.7 -0.390 19.24 20.82 04a60536o0866c
60536.399721  18.722  0.637   118   75 c  0   1.17 116.30992 -71.40390  9048.28  1521.00 2.89 2.36 -24.5 -0.342 17.17 18.72 04a60536o0926c
60536.410040 -19.106  0.814   -83   67 c  0   0.86 116.30992 -71.40390  9029.28  1486.53 2.92 2.53 -29.2 -0.321 17.35 18.99 04a60536o0948c
60536.413784 -22.619 10.800    -3   35 c  0   1.31 116.30992 -71.40390  9081.24  1560.98 2.76 2.37 -33.5 -0.347 17.93 19.50 04a60536o0956c
60536.420637  23.049 18.667     2   41 c  0   1.00 116.30992 -71.40390  9099.81  1445.24 2.92 2.44 -27.5 -0.326 17.75 19.27 04a60536o0970c
60538.131701  19.688  0.458    48   22 o  0   0.97 116.30992 -71.40390  3307.11  5221.92 3.00 2.81 -49.7 -0.383 18.73 20.05 03a60538o0907o
60538.135346  19.711  0.475    47   22 o  0   0.94 116.30992 -71.40390  3289.03  5180.13 2.94 2.68 -43.9 -0.383 18.78 20.01 03a60538o0915o
60538.141234 -21.433  2.674   -10   26 o  0   0.69 116.30992 -71.40390  3345.79  5260.19 2.85 2.65 -45.9 -0.392 18.75 20.00 03a60538o0928o
60538.156515 -20.056  0.708   -34   24 o  0   1.17 116.30992 -71.40390  3366.88  5145.51 3.33 3.11 -35.0 -0.381 18.64 19.97 03a60538o0961o
60542.132303  21.077  3.789    14   51 o  0   0.83 116.30992 -71.40390  2697.31  9043.40 2.92 2.56 -34.9 -0.371 17.85 18.12 03a60542o0833o
60542.151480 -21.875  6.656    -6   43 o  0   1.22 116.30992 -71.40390  2674.23  8997.00 2.69 2.40 -41.3 -0.376 17.99 18.23 03a60542o0872o
60542.160228  19.418  0.790    62   49 o  0   0.74 116.30992 -71.40390  2731.28  9081.44 2.84 2.60 -37.5 -0.377 17.98 18.30 03a60542o0891o
60542.163436 -19.684  0.963   -49   47 o  0   0.99 116.30992 -71.40390  2755.06  8966.34 2.83 2.53 -36.9 -0.374 17.98 18.29 03a60542o0898o
60544.354788  20.463  1.213    24   29 o  0   1.27 116.30992 -71.40390  4283.28  9552.04 2.47 1.84 -77.3 -0.444 18.47 19.05 04a60544o0684o
60544.356590 -20.144  0.990   -32   32 o  0   1.21 116.30992 -71.40390  4261.20  9513.22 2.46 1.89 -76.0 -0.437 18.46 19.07 04a60544o0688o
60544.373216  21.501  3.339     9   30 o  0   0.97 116.30992 -71.40390  4322.18  9597.63 2.54 1.84 -76.3 -0.435 18.51 19.12 04a60544o0720o
60544.391318 -21.685  4.116    -8   32 o  0   1.36 116.30992 -71.40390  4339.98  9486.90 2.44 1.89 -74.4 -0.454 18.58 19.22 04a60544o0755o
60544.416439 -20.755  1.403   -18   25 o  0   1.24 116.30992 -71.40390  4294.53  9555.23 2.47 1.83 -74.8 -0.433 18.64 19.29 04a60544o0799o
60553.323745  23.790 21.286     1   24 o  0   0.76 116.30992 -71.40390  4278.65  9548.86 2.33 1.74 -76.0 -0.460 19.10 20.25 04a60553o0715o
60553.326532  20.337  0.747    27   20 o  0   1.00 116.30992 -71.40390  4256.32  9509.94 2.31 1.75 -74.6 -0.476 19.14 20.25 04a60553o0721o
60553.344888  20.307  0.669    27   18 o  0   0.97 116.30992 -71.40390  4314.56  9595.54 2.27 1.72 -76.5 -0.472 19.21 20.34 04a60553o0755o
60553.366357  21.466  1.754     9   16 o  0   1.24 116.30992 -71.40390  4332.49  9486.14 2.61 1.89 -74.5 -0.440 19.15 20.40 04a60553o0797o
60554.088100 -22.270  4.286    -4   19 c  0   0.85 116.30992 -71.40390   538.13  8890.61 2.95 2.53 -30.9 -0.371 19.26 20.88 03a60554o0816c
60554.091319 -22.571  5.118    -3   17 c  0   0.94 116.30992 -71.40390   517.23  8847.48 2.84 2.47 -31.1 -0.374 19.28 20.89 03a60554o0823c
60554.096778 -22.229  3.522    -5   16 c  0   0.99 116.30992 -71.40390   579.01  8933.28 2.86 2.46 -31.3 -0.380 19.29 20.91 03a60554o0835c
60554.110075 -21.088  1.154   -13   15 c  0   1.23 116.30992 -71.40390   603.23  8809.65 2.91 2.50 -32.6 -0.377 19.26 20.94 03a60554o0864c
60560.376674  19.543  0.593    55   33 o  0   1.02 116.30992 -71.40390  7283.99  1779.39 2.49 2.41 -41.8 -0.404 18.56 19.86 04a60560o0867o
60560.380475  21.908  4.318     6   27 o  0   0.97 116.30992 -71.40390  7267.45  1742.91 2.37 2.22 -44.1 -0.395 18.44 19.63 04a60560o0875o
60560.403410  21.024  1.515    14   21 o  0   0.77 116.30992 -71.40390  7326.81  1830.09 2.44 2.09 -26.4 -0.406 18.72 19.92 04a60560o0923o
60560.411855 -20.446  1.200   -24   29 o  0   1.06 116.30992 -71.40390  7347.83  1716.26 2.36 2.06 -24.8 -0.398 18.36 19.19 04a60560o0940o
60564.376514  22.154  3.172     5   16 o  0   1.63 116.30992 -71.40390   526.41  3075.35 2.63 2.00  44.1 -0.392 18.97 20.35 04a60564o0853o
60564.378435   0.000 20.852    -0   17 o  0   1.01 116.30992 -71.40390   508.20  3034.32 2.64 2.06  44.5 -0.374 19.08 20.47 04a60564o0857o
60564.381821 -19.722  0.769   -47   36 o  0   1.04 116.30992 -71.40390  9060.11  3202.57 2.71 2.20 -22.7 -0.381 18.25 19.50 04a60564o0864o
60564.385124  20.549  0.927    22   20 o  0   1.07 116.30992 -71.40390  9042.41  3167.12 2.85 2.29 -23.5 -0.369 18.82 20.20 04a60564o0871o
60564.400298 -20.319  0.673   -27   18 o  0   1.20 116.30992 -71.40390   574.28  3126.11 2.55 1.97  44.1 -0.388 19.01 20.33 04a60564o0901o
60564.401709 -20.865  1.171   -16   19 o  0   0.91 116.30992 -71.40390  9102.28  3245.26 2.76 2.38 -21.9 -0.366 18.96 20.34 04a60564o0904o
60564.405474  21.989  3.889     6   23 o  0   1.17 116.30992 -71.40390  9122.39  3128.93 2.65 2.32 -23.1 -0.392 18.83 20.06 04a60564o0912o
60564.409378 -23.552 20.429    -1   28 o  0   0.71 116.30992 -71.40390   597.46  3014.83 2.47 2.02  50.9 -0.382 18.55 19.76 04a60564o0920o
60566.111201 -21.717  1.841    -8   14 c  0   0.86 116.30992 -71.40390  6372.38  7255.44 2.47 2.22 -39.7 -0.392 19.33 20.94 03a60566o0824c
60566.135470 -23.771 10.429    -1   12 c  0   1.06 116.30992 -71.40390  6349.12  7223.50 2.45 2.18 -43.4 -0.390 19.36 21.00 03a60566o0871c
60566.148238  20.667  0.882    20   17 c  0   0.57 116.30992 -71.40390  6405.57  7306.02 2.46 2.21 -41.3 -0.387 19.18 20.55 03a60566o0895c
60566.150135  20.398  0.582    25   15 c  0   1.43 116.30992 -71.40390  6427.51  7193.40 2.60 2.29 -46.5 -0.379 19.04 20.31 03a60566o0899c
60568.302720  20.641  1.246    20   25 o  0   0.78 116.30992 -71.40390  3512.67  3617.72 1.88 1.82  83.5 -0.448 18.74 19.34 04a60568o0700o
60568.327281 -23.080 10.833    -2   23 o  0   1.13 116.30992 -71.40390  3494.14  3583.92 2.03 1.93  84.7 -0.426 18.73 19.47 04a60568o0749o
60568.345047 -22.632  6.214    -3   20 o  0   1.11 116.30992 -71.40390  3552.09  3673.13 1.98 1.92 -76.3 -0.433 18.83 19.60 04a60568o0785o
60568.348265 -20.793  1.253   -18   22 o  0   0.79 116.30992 -71.40390  3571.51  3559.02 1.96 1.88 -87.0 -0.448 18.88 19.62 04a60568o0792o
60578.081522 -20.255  0.732   -29   21 o  0   0.94 116.30992 -71.40390  8294.45  5463.85 2.32 2.07 -42.3 -0.429 18.92 19.93 03a60578o0773o
60578.086642 -22.261  5.136    -4   23 o  0   1.33 116.30992 -71.40390  8276.89  5425.66 2.25 2.02 -38.9 -0.436 18.59 19.56 03a60578o0784o
60578.111501  20.866  1.622    16   26 o  0   0.88 116.30992 -71.40390  8332.71  5512.24 2.22 1.98 -43.7 -0.428 18.58 19.46 03a60578o0837o
60578.122338 -19.307  1.061   -69   73 o  0   1.28 116.30992 -71.40390  8357.15  5394.27 2.13 1.94 -49.0 -0.450 17.44 18.09 03a60578o0860o
60588.363728 -20.795  0.658   -18   12 c  0   0.84 116.30992 -71.40390  3399.91  5298.49 2.43 2.15 -74.1 -0.373 19.36 21.11 04a60588o0695c
60588.374558 -23.743 10.111    -1   12 c  0   1.17 116.30992 -71.40390  3387.28  5269.98 2.24 2.07 -64.8 -0.376 19.42 21.14 04a60588o0716c
60588.380578  20.720  0.709    19   13 c  0   0.97 116.30992 -71.40390  3449.30  5351.77 2.29 2.07 -74.0 -0.376 19.25 20.82 04a60588o0728c
